Date,betten_ges,betten_belegt,faelle_covid_aktuell,faelle_covid_aktuell_beatmet
2020-08-28,31598,22233,238,140
2020-08-29,31485,22101,243,134
2020-08-30,31430,21568,247,131
2020-08-31,31564,21583,247,128
2020-09-01,31659,22221,236,132
2020-09-02,31709,22353,230,125
2020-09-03,31698,22375,224,128
2020-09-04,31649,22294,226,130
2020-09-05,31506,22124,225,127
2020-09-06,31480,21526,221,127
2020-09-07,31553,21634,231,135
2020-09-08,31601,22338,232,131
2020-09-09,31606,22446,229,134
2020-09-10,31681,22624,235,130
2020-09-11,31644,22667,221,120
2020-09-12,31517,22294,234,119
2020-09-13,31487,21799,237,124
2020-09-14,31570,21642,238,125
2020-09-15,31594,22394,237,130
2020-09-16,31708,22720,234,129
2020-09-17,31733,22891,238,135
2020-09-18,31651,22659,246,137
2020-09-19,31524,22157,258,145
2020-09-20,31487,21706,270,145
2020-09-21,31566,21686,268,146
2020-09-22,31568,22305,279,152
2020-09-23,31542,22442,294,160
2020-09-24,31538,22498,298,168
2020-09-25,31523,22549,305,165
2020-09-26,31442,22310,317,175
2020-09-27,31397,21672,330,182
2020-09-28,31582,21649,358,193
2020-09-29,31693,22394,355,197
2020-09-30,31644,22550,357,197
2020-10-01,31506,22389,364,195
2020-10-02,31445,22358,375,201
2020-10-03,31291,22052,405,206
2020-10-04,31231,21514,426,214
2020-10-05,31306,21452,449,212
2020-10-06,31307,22052,455,223
2020-10-07,31264,22388,473,236
2020-10-08,31222,22343,491,242
2020-10-09,31218,22303,513,255
2020-10-10,31226,21990,536,281
2020-10-11,31163,21405,550,279
2020-10-12,31206,21446,596,290
2020-10-13,31240,21843,623,323
2020-10-14,31172,22052,607,327
2020-10-15,31197,22080,660,333
2020-10-16,31180,22128,696,345
2020-10-17,31031,21797,738,349
2020-10-18,30997,21208,775,358
2020-10-19,31134,21270,858,394
2020-10-20,31154,21868,884,414
2020-10-21,30868,21992,949,429
2020-10-22,30628,22049,1039,463
2020-10-23,30487,22311,1130,482
2020-10-24,30320,21970,1210,537
2020-10-25,30256,21443,1305,583
2020-10-26,30396,21580,1371,626
2020-10-27,30367,22300,1481,695
2020-10-28,30304,22365,1586,772
2020-10-29,30310,22351,1716,835
2020-10-30,30174,22209,1856,927
2020-10-31,29985,21845,1965,1014
2020-11-01,29864,21479,2081,1097
2020-11-02,29642,21456,2264,1179
2020-11-03,29552,22035,2403,1269
2020-11-04,29587,22248,2572,1359
2020-11-05,29432,22288,2680,1432
2020-11-06,29374,22093,2780,1455
2020-11-07,29149,21795,2866,1547
2020-11-08,29061,21255,2932,1616
2020-11-09,29245,21488,3034,1703
2020-11-10,29195,22131,3080,1749
2020-11-11,29198,22351,3146,1799
2020-11-12,29212,22482,3205,1825
2020-11-13,29016,22506,3319,1872
2020-11-14,28850,22180,3346,1887
2020-11-15,28793,21758,3410,1934
2020-11-16,28962,21887,3461,1985
2020-11-17,29010,22365,3539,2023
2020-11-18,28957,22602,3580,2035
2020-11-19,28886,22488,3618,2095
2020-11-20,28832,22636,3638,2114
2020-11-21,28607,22295,3654,2111
2020-11-22,28585,21825,3730,2144
2020-11-23,28636,21886,3762,2174
2020-11-24,28631,22470,3787,2188
2020-11-25,28569,22596,3798,2230
2020-11-26,28488,22687,3844,2304
2020-11-27,28406,22885,3876,2313
2020-11-28,28222,22475,3911,2317
2020-11-29,28194,22064,3922,2310
2020-11-30,28328,22182,3951,2333
2020-12-01,28406,22740,3948,2369
2020-12-02,28326,22849,3984,2364
2020-12-03,28293,22862,4003,2392
2020-12-04,28225,23015,4033,2399
2020-12-05,27992,22659,4076,2430
2020-12-06,27963,22205,4132,2468
2020-12-07,28071,22388,4208,2528
2020-12-08,28008,22869,4282,2550
2020-12-09,28090,23051,4303,2534
2020-12-10,28041,23100,4363,2517
2020-12-11,27872,23049,4456,2553
2020-12-12,27781,22704,4515,2558
2020-12-13,27724,22342,4580,2619
2020-12-14,27836,22578,4703,2684
2020-12-15,27886,23021,4762,2694
2020-12-16,27816,23089,4860,2773
2020-12-17,27842,23012,4881,2787
2020-12-18,27780,22992,4931,2620
2020-12-19,27586,22623,4968,2614
2020-12-20,27453,22187,5057,2653
2020-12-21,27568,22514,5197,2703
2020-12-22,27537,22590,5253,2744
2020-12-23,27472,22439,5277,2828
2020-12-24,27271,22031,5391,2853
2020-12-25,27224,21703,5430,2874
2020-12-26,27254,21767,5586,2946
2020-12-27,27244,21903,5613,2991
2020-12-28,27397,22171,5652,3052
2020-12-29,27477,22565,5706,3100
2020-12-30,27413,22520,5705,3094
2020-12-31,27293,22359,5699,3140
2021-01-01,27196,22180,5669,3144
2021-01-02,27256,22305,5788,3160
2021-01-03,27269,22432,5823,3204
2021-01-04,27427,22544,5810,3248
2021-01-05,27606,22902,5732,3217
2021-01-06,27660,23028,5631,3157
2021-01-07,27669,23010,5554,3138
2021-01-08,27653,23106,5549,3110
2021-01-09,27541,22819,5481,3108
2021-01-10,27434,22312,5387,3090
2021-01-11,27528,22560,5357,3046
2021-01-12,27724,22995,5298,3043
2021-01-13,27701,23125,5249,3010
2021-01-14,27707,23167,5189,2982
2021-01-15,27675,23136,5140,2975
2021-01-16,27583,22885,5080,2904
2021-01-17,27546,22434,5046,2873
2021-01-18,27685,22663,5076,2908
2021-01-19,27745,23176,5025,2904
2021-01-20,27791,23315,4905,2822
2021-01-21,27789,23418,4853,2768
2021-01-22,27744,23458,4832,2725
2021-01-23,27590,23057,4729,2655
2021-01-24,27522,22607,4700,2663
2021-01-25,27648,22703,4693,2668
2021-01-26,27711,23126,4644,2586
2021-01-27,27695,23339,4580,2545
2021-01-28,27679,23184,4515,2530
2021-01-29,27671,23230,4451,2453
2021-01-30,27555,22908,4434,2437
2021-01-31,27519,22538,4436,2386
2021-02-01,27630,22765,4405,2399
2021-02-02,27733,23111,4348,2411
2021-02-03,27829,23417,4306,2369
2021-02-04,27800,23315,4266,2343
2021-02-05,27742,23244,4155,2312
2021-02-06,27605,22833,4044,2267
2021-02-07,27526,22282,4004,2242
2021-02-08,27599,22538,4029,2247
2021-02-09,27713,22940,3926,2179
2021-02-10,27727,23036,3815,2146
2021-02-11,27711,22978,3750,2105
2021-02-12,27707,22932,3627,2071
2021-02-13,27540,22627,3561,1984
2021-02-14,27397,22130,3503,1973
2021-02-15,27518,22356,3515,1986
2021-02-16,27642,22885,3422,1955
2021-02-17,27634,22941,3315,1887
2021-02-18,27647,22939,3244,1844
2021-02-19,27548,22910,3183,1800
2021-02-20,27425,22616,3149,1794
2021-02-21,27337,22182,3122,1780
2021-02-22,27514,22411,3122,1822
2021-02-23,27617,22891,3104,1815
2021-02-24,27652,23076,3022,1791
2021-02-25,27671,23031,2968,1756
2021-02-26,27605,22922,2916,1730
2021-02-27,27440,22495,2894,1705
2021-02-28,27350,22009,2908,1707
2021-03-01,27544,22286,2936,1693
2021-03-02,27691,22889,2921,1668
2021-03-03,27711,22869,2884,1677
2021-03-04,27669,22854,2872,1636
2021-03-05,27636,22881,2822,1624
2021-03-06,27536,22461,2812,1614
2021-03-07,27459,22009,2838,1620
2021-03-08,27611,22241,2916,1633
2021-03-09,27746,22676,2833,1603
2021-03-10,27751,22937,2780,1600
2021-03-11,27736,22994,2801,1583
2021-03-12,27697,23033,2799,1585
2021-03-13,27516,22595,2762,1566
2021-03-14,27392,22126,2819,1576
2021-03-15,27551,22327,2879,1638
2021-03-16,27645,22870,2897,1630
2021-03-17,27648,22978,2899,1597
2021-03-18,27611,23040,2934,1611
2021-03-19,27544,23015,2990,1618
2021-03-20,27373,22576,2994,1616
2021-03-21,27315,22095,3094,1671
2021-03-22,27510,22440,3187,1697
2021-03-23,27604,23037,3207,1721
2021-03-24,27656,23209,3246,1752
2021-03-25,27634,23194,3299,1783
2021-03-26,27546,23224,3375,1841
2021-03-27,27394,22936,3431,1855
2021-03-28,27293,22350,3501,1895
2021-03-29,27455,22544,3622,1988
2021-03-30,27571,23020,3651,2004
2021-03-31,27548,23229,3727,2051
2021-04-01,27429,23084,3777,2101
2021-04-02,27329,22751,3898,2178
2021-04-03,27230,22248,3963,2198
2021-04-04,27212,22220,4108,2258
2021-04-05,27115,22286,4210,2355
2021-04-06,27289,22767,4401,2422
2021-04-07,27407,23195,4489,2509
2021-04-08,27378,23319,4526,2563
2021-04-09,27323,23337,4564,2579
2021-04-10,27218,22989,4573,2560
2021-04-11,27151,22604,4624,2632
2021-04-12,27330,22917,4702,2686
2021-04-13,27462,23472,4729,2688
2021-04-14,27472,23530,4720,2674
2021-04-15,27471,23455,4731,2689
2021-04-16,27440,23469,4787,2734
2021-04-17,27293,23098,4833,2716
2021-04-18,27143,22661,4892,2755
2021-04-19,27363,22930,4981,2777
2021-04-20,27479,23466,5016,2781
2021-04-21,27478,23596,5038,2803
2021-04-22,27499,23605,5099,2868
2021-04-23,27454,23589,5097,2878
2021-04-24,27301,23281,5064,2906
2021-04-25,27251,22969,5091,2898
2021-04-26,27410,23197,5159,2933
2021-04-27,27462,23541,5103,2903
2021-04-28,27481,23704,5086,2903
2021-04-29,27532,23715,5077,2951
2021-04-30,27526,23786,5071,2943
2021-05-01,27285,23336,5054,2951
2021-05-02,27196,22984,5072,2974
2021-05-03,27358,23094,5048,2958
2021-05-04,27379,23464,5001,2957
2021-05-05,27382,23614,4884,2905
2021-05-06,27339,23442,4809,2856
2021-05-07,27244,23458,4717,2842
2021-05-08,27076,22960,4651,2821
2021-05-09,26984,22610,4625,2820
2021-05-10,27118,22966,4624,2770
2021-05-11,27178,23301,4505,2741
2021-05-12,27227,23386,4419,2705
2021-05-13,27044,22996,4301,2682
2021-05-14,26970,22525,4226,2663
2021-05-15,26869,22463,4131,2619
2021-05-16,26807,22187,4107,2555
2021-05-17,26988,22483,4058,2522
2021-05-18,27055,22917,3923,2464
2021-05-19,27035,23054,3749,2381
2021-05-20,27019,22977,3630,2307
2021-05-21,26944,22866,3508,2221
2021-05-22,26800,22500,3390,2143
2021-05-23,26704,21931,3338,2104
2021-05-24,26690,21770,3268,2059
2021-05-25,26839,22000,3211,2007
2021-05-26,26924,22517,3034,1917
2021-05-27,26889,22434,2869,1856
2021-05-28,26796,22282,2731,1761
2021-05-29,26647,21890,2624,1715
2021-05-30,26553,21536,2544,1678
2021-05-31,26732,21819,2476,1596
2021-06-01,26984,22343,2311,1495
2021-06-02,26849,22343,2171,1405
2021-06-03,26794,22204,2055,1343
2021-06-04,26744,22009,1988,1312
2021-06-05,26648,21834,1916,1253
2021-06-06,26550,21494,1871,1210
2021-06-07,26699,21613,1812,1162
2021-06-08,26807,22211,1717,1110
2021-06-09,26891,22368,1615,1055
2021-06-10,26882,22355,1525,1009
2021-06-11,26796,22255,1438,963
2021-06-12,26678,21999,1362,926
2021-06-13,26527,21545,1357,935
2021-06-14,26745,21831,1302,883
2021-06-15,26837,22201,1227,841
2021-06-16,26842,22290,1154,800
2021-06-17,26792,22216,1087,763
2021-06-18,26747,22266,1028,720
2021-06-19,26617,21923,985,679
2021-06-20,26494,21465,948,652
2021-06-21,26649,21774,906,626
2021-06-22,26721,22285,866,613
2021-06-23,26764,22420,828,595
2021-06-24,26746,22300,795,566
2021-06-25,26685,22235,752,530
2021-06-26,26450,21744,732,507
2021-06-27,26384,21387,723,495
2021-06-28,26599,21567,706,496
2021-06-29,26707,22043,678,466
2021-06-30,26697,22070,625,437
2021-07-01,26672,21968,601,420
2021-07-02,26427,21794,577,398
2021-07-03,26249,21361,560,376
2021-07-04,26163,20988,560,369
2021-07-05,26408,21162,538,362
2021-07-06,26516,21706,519,334
2021-07-07,26527,21840,493,307
2021-07-08,26526,21726,476,301
2021-07-09,26389,21751,459,298
2021-07-10,26179,21231,441,287
2021-07-11,26045,20800,438,273
2021-07-12,26308,21007,441,283
2021-07-13,26329,21588,411,267
2021-07-14,26354,21729,402,263
2021-07-15,26317,21736,401,256
2021-07-16,26112,21599,384,243
2021-07-17,25987,21220,377,234
2021-07-18,25915,20813,375,238
2021-07-19,26173,21040,372,228
2021-07-20,26234,21577,364,217
2021-07-21,26183,21626,360,210
2021-07-22,26171,21545,358,202
2021-07-23,26067,21535,361,201
2021-07-24,25957,21209,359,196
2021-07-25,25841,20796,375,199
2021-07-26,26068,21020,376,197
2021-07-27,26168,21492,376,202
2021-07-28,26152,21753,365,195
2021-07-29,26198,21688,354,192
2021-07-30,26026,21526,358,187
2021-07-31,25873,21197,367,186
2021-08-01,25703,20814,372,191
2021-08-02,25957,20886,386,191
2021-08-03,26115,21413,385,201
2021-08-04,26170,21487,400,204
2021-08-05,26136,21440,396,213
2021-08-06,26036,21533,401,214
2021-08-07,25836,21256,425,212
2021-08-08,25760,20900,443,207
2021-08-09,25989,21042,467,221
2021-08-10,26117,21377,454,226
2021-08-11,26121,21528,463,227
2021-08-12,26105,21453,483,240
2021-08-13,26055,21468,495,247
2021-08-14,25903,21133,503,245
2021-08-15,25840,20836,530,250
2021-08-16,26009,21055,560,263
2021-08-17,26039,21294,588,281
2021-08-18,26080,21418,613,286
2021-08-19,26053,21414,634,299
2021-08-20,25965,21454,664,318
2021-08-21,25724,21004,697,319
2021-08-22,25607,20676,728,342
2021-08-23,25882,20977,793,370
2021-08-24,25929,21428,821,389
2021-08-25,25988,21428,853,404
2021-08-26,25986,21567,885,434
2021-08-27,25896,21443,943,458
2021-08-28,25638,21048,998,491
2021-08-29,25540,20762,1034,496
2021-08-30,25815,20998,1094,534
2021-08-31,25938,21404,1118,571
2021-09-01,26040,21678,1152,592
2021-09-02,26188,21795,1185,610
2021-09-03,26153,21848,1233,616
2021-09-04,25862,21487,1276,638
2021-09-05,25813,21239,1300,647
2021-09-06,26068,21436,1338,679
2021-09-07,26136,21884,1365,712
2021-09-08,26162,22049,1402,735
2021-09-09,26161,22088,1416,745
2021-09-10,26102,22106,1430,754
2021-09-11,25910,21731,1456,773
2021-09-12,25793,21366,1470,769
2021-09-13,26082,21531,1518,796
2021-09-14,26200,22091,1555,791
2021-09-15,26169,22157,1546,818
2021-09-16,26107,22176,1568,846
2021-09-17,25996,21981,1564,842
2021-09-18,25761,21493,1542,840
2021-09-19,25655,21141,1553,837
2021-09-20,25875,21266,1559,838
2021-09-21,26021,21759,1521,830
2021-09-22,26056,21999,1516,830
2021-09-23,26057,21954,1473,839
2021-09-24,25975,21860,1449,831
2021-09-25,25873,21560,1451,832
2021-09-26,25665,21251,1449,831
2021-09-27,25907,21449,1448,820
2021-09-28,26068,21960,1427,815
2021-09-29,26144,22118,1380,794
2021-09-30,25974,22057,1375,790
2021-10-01,25833,21890,1386,798
2021-10-02,25568,21479,1355,804
2021-10-03,25495,21157,1358,809
2021-10-04,25754,21280,1372,809
2021-10-05,25863,21819,1383,802
2021-10-06,25923,21977,1379,794
2021-10-07,25913,22031,1395,766
2021-10-08,25809,21910,1370,756
2021-10-09,25561,21494,1359,739
2021-10-10,25511,21187,1359,756
2021-10-11,25667,21347,1367,770
2021-10-12,25809,21828,1397,777
2021-10-13,25794,21994,1414,783
2021-10-14,25714,21870,1410,774
2021-10-15,25597,21771,1418,785
2021-10-16,25419,21373,1423,789
2021-10-17,25305,21126,1436,803
2021-10-18,25598,21352,1474,803
2021-10-19,25684,21837,1492,806
2021-10-20,25699,21963,1494,824
2021-10-21,25639,22099,1553,852
2021-10-22,25554,22054,1554,868
2021-10-23,25369,21647,1618,882
2021-10-24,25242,21318,1644,903
2021-10-25,25552,21616,1697,914
2021-10-26,25633,21965,1718,894
2021-10-27,25591,22176,1777,926
2021-10-28,25538,22060,1824,937
2021-10-29,25443,22037,1883,972
2021-10-30,25294,21693,1953,997
2021-10-31,25222,21411,2002,1019
2021-11-01,25429,21586,2078,1070
2021-11-02,25643,22098,2157,1129
2021-11-03,25784,22384,2248,1183
2021-11-04,25798,22457,2352,1225
2021-11-05,25629,22324,2439,1274
2021-11-06,25421,21880,2470,1269
2021-11-07,25366,21675,2563,1295
2021-11-08,25623,21845,2645,1323
2021-11-09,25614,22212,2712,1387
2021-11-10,25682,22384,2762,1417
2021-11-11,25603,22244,2851,1454
2021-11-12,25517,22194,2885,1487
2021-11-13,25389,21971,2959,1512
2021-11-14,25309,21745,3056,1574
