Date,betten_ges,betten_belegt,faelle_covid_aktuell,faelle_covid_aktuell_beatmet
2020-04-24,2731,1532,167,114
2020-04-25,2731,1444,149,111
2020-04-26,2694,1413,159,112
2020-04-27,2661,1456,160,108
2020-04-28,2682,1517,145,97
2020-04-29,2723,1575,146,97
2020-04-30,2732,1577,140,90
2020-05-01,2733,1548,127,85
2020-05-02,2713,1466,127,86
2020-05-03,2737,1459,124,85
2020-05-04,2705,1467,116,80
2020-05-05,2729,1553,109,82
2020-05-06,2691,1542,110,73
2020-05-07,2786,1570,119,69
2020-05-08,2760,1546,97,67
2020-05-09,2736,1441,103,68
2020-05-10,2739,1445,100,63
2020-05-11,2727,1472,98,62
2020-05-12,2768,1556,91,60
2020-05-13,2766,1551,88,59
2020-05-14,2802,1572,75,55
2020-05-15,2805,1586,69,47
2020-05-16,2776,1602,72,49
2020-05-17,2786,1566,63,44
2020-05-18,2725,1497,61,41
2020-05-19,2674,1558,60,35
2020-05-20,2710,1565,54,34
2020-05-21,2696,1577,57,31
2020-05-22,2681,1535,62,32
2020-05-23,2704,1547,58,33
2020-05-24,2689,1485,47,29
2020-05-25,2680,1497,42,26
2020-05-26,2669,1579,43,26
2020-05-27,2687,1611,43,23
2020-05-28,2689,1582,37,23
2020-05-29,2733,1611,43,26
2020-05-30,2719,1600,42,27
2020-05-31,2710,1558,45,27
2020-06-01,2701,1542,43,24
2020-06-02,2705,1564,46,25
2020-06-03,2723,1619,43,25
2020-06-04,2725,1659,40,22
2020-06-05,2715,1623,39,24
2020-06-06,2714,1630,43,25
2020-06-07,2711,1586,44,27
2020-06-08,2713,1556,43,26
2020-06-09,2715,1602,43,32
2020-06-10,2721,1666,42,26
2020-06-11,2711,1676,34,24
2020-06-12,2708,1670,32,26
2020-06-13,2710,1610,34,23
2020-06-14,2697,1559,31,22
2020-06-15,2757,1560,32,22
2020-06-16,2688,1628,36,22
2020-06-17,2704,1648,36,21
2020-06-18,2713,1650,36,20
2020-06-19,2716,1680,33,22
2020-06-20,2697,1657,32,19
2020-06-21,2682,1605,28,18
2020-06-22,2700,1592,28,18
2020-06-23,2707,1646,25,15
2020-06-24,2710,1646,24,14
2020-06-25,2709,1659,26,19
2020-06-26,2702,1664,28,20
2020-06-27,2693,1639,20,17
2020-06-28,2696,1591,21,17
2020-06-29,2687,1601,23,16
2020-06-30,2680,1640,22,14
2020-07-01,2697,1665,17,11
2020-07-02,2698,1716,15,10
2020-07-03,2697,1700,17,9
2020-07-04,2700,1626,21,9
2020-07-05,2698,1607,17,9
2020-07-06,2701,1586,18,9
2020-07-07,2697,1657,21,11
2020-07-08,2696,1705,18,9
2020-07-09,2706,1679,17,8
2020-07-10,2707,1692,17,9
2020-07-11,2709,1626,14,8
2020-07-12,2697,1619,16,9
2020-07-13,2700,1629,22,10
2020-07-14,2706,1704,15,7
2020-07-15,2716,1715,16,7
2020-07-16,2709,1712,16,9
2020-07-17,2718,1698,16,7
2020-07-18,2713,1675,17,8
2020-07-19,2691,1641,14,8
2020-07-20,2719,1616,14,8
2020-07-21,2670,1633,20,9
2020-07-22,2695,1672,20,10
2020-07-23,2717,1677,17,9
2020-07-24,2767,1704,16,7
2020-07-25,2761,1675,18,7
2020-07-26,2759,1622,20,8
2020-07-27,2784,1649,15,9
2020-07-28,2779,1693,17,8
2020-07-29,2773,1711,16,8
2020-07-30,2773,1705,17,10
2020-07-31,2765,1674,22,9
2020-08-01,2761,1694,20,11
2020-08-02,2735,1603,18,11
2020-08-03,2764,1641,17,12
2020-08-04,2640,1654,16,12
2020-08-05,2607,1698,18,12
2020-08-06,2596,1706,21,13
2020-08-07,2612,1697,20,14
2020-08-08,2600,1706,20,13
2020-08-09,2598,1658,23,13
2020-08-10,2616,1685,21,12
2020-08-11,2614,1744,20,13
2020-08-12,2626,1752,20,11
2020-08-13,2630,1776,16,10
2020-08-14,2616,1766,21,10
2020-08-15,2599,1736,20,9
2020-08-16,2599,1709,17,8
2020-08-17,2630,1745,14,8
2020-08-18,2633,1819,15,8
2020-08-19,2637,1835,15,10
2020-08-20,2640,1816,13,8
2020-08-21,2627,1803,20,10
2020-08-22,2612,1788,16,9
2020-08-23,2605,1762,15,11
2020-08-24,2614,1718,15,11
2020-08-25,2638,1808,14,9
2020-08-26,2643,1807,12,8
2020-08-27,2645,1789,13,10
2020-08-28,2623,1799,10,7
2020-08-29,2609,1757,17,7
2020-08-30,2599,1686,19,9
2020-08-31,2628,1721,21,7
2020-09-01,2639,1794,20,8
2020-09-02,2640,1788,17,7
2020-09-03,2645,1785,12,7
2020-09-04,2630,1758,16,8
2020-09-05,2604,1766,16,9
2020-09-06,2601,1705,20,9
2020-09-07,2630,1739,21,10
2020-09-08,2630,1787,18,8
2020-09-09,2624,1797,13,8
2020-09-10,2633,1832,15,9
2020-09-11,2635,1863,15,9
2020-09-12,2611,1813,18,9
2020-09-13,2595,1731,16,11
2020-09-14,2610,1731,14,12
2020-09-15,2616,1794,11,10
2020-09-16,2629,1847,15,9
2020-09-17,2624,1828,17,9
2020-09-18,2611,1802,15,8
2020-09-19,2595,1765,20,12
2020-09-20,2585,1712,20,11
2020-09-21,2599,1734,18,10
2020-09-22,2607,1797,18,9
2020-09-23,2610,1785,19,10
2020-09-24,2600,1756,21,11
2020-09-25,2598,1786,22,11
2020-09-26,2592,1783,25,15
2020-09-27,2582,1688,25,13
2020-09-28,2644,1690,30,14
2020-09-29,2645,1762,30,14
2020-09-30,2650,1805,29,13
2020-10-01,2643,1791,25,12
2020-10-02,2632,1781,25,13
2020-10-03,2631,1752,30,13
2020-10-04,2621,1727,33,14
2020-10-05,2625,1696,37,14
2020-10-06,2628,1759,28,14
2020-10-07,2633,1807,31,13
2020-10-08,2610,1785,31,12
2020-10-09,2605,1784,36,15
2020-10-10,2617,1737,35,16
2020-10-11,2622,1710,34,16
2020-10-12,2593,1682,37,18
2020-10-13,2602,1746,40,17
