Date,betten_ges,betten_belegt,faelle_covid_aktuell,faelle_covid_aktuell_beatmet
2020-04-24,4619,2998,658,476
2020-04-25,4580,2990,651,464
2020-04-26,4584,2921,647,454
2020-04-27,4536,2840,621,447
2020-04-28,4574,2911,580,416
2020-04-29,4647,2987,554,415
2020-04-30,4636,2938,530,384
2020-05-01,4830,3081,520,380
2020-05-02,4832,2963,501,368
2020-05-03,4797,2970,490,354
2020-05-04,4796,2942,502,344
2020-05-05,4821,3053,481,337
2020-05-06,4790,3107,460,314
2020-05-07,4805,3095,447,300
2020-05-08,4649,3007,429,279
2020-05-09,4590,2987,400,263
2020-05-10,4579,2893,393,263
2020-05-11,4618,2973,382,258
2020-05-12,4566,2927,377,251
2020-05-13,4536,2943,315,230
2020-05-14,4532,2937,311,218
2020-05-15,4508,2924,289,202
2020-05-16,4495,2842,277,193
2020-05-17,4469,2784,265,187
2020-05-18,4485,2845,268,181
2020-05-19,4503,2952,241,165
2020-05-20,4632,3032,247,168
2020-05-21,4682,2994,229,160
2020-05-22,4603,2865,223,156
2020-05-23,4769,3068,226,154
2020-05-24,4754,3006,221,152
2020-05-25,4803,2992,218,154
2020-05-26,4668,2991,196,129
2020-05-27,4658,3090,187,123
2020-05-28,4635,3026,179,112
2020-05-29,4634,3044,172,108
2020-05-30,4614,3025,164,110
2020-05-31,4590,2903,157,106
2020-06-01,4590,2920,158,97
2020-06-02,4589,2902,164,93
2020-06-03,4581,3035,153,86
2020-06-04,4568,3077,136,84
2020-06-05,4560,3069,125,75
2020-06-06,4564,3058,112,74
2020-06-07,4561,2951,118,74
2020-06-08,4557,2906,110,73
2020-06-09,4580,3006,107,71
2020-06-10,4600,3044,93,64
2020-06-11,4611,3027,85,61
2020-06-12,4600,2916,85,58
2020-06-13,4597,2938,84,58
2020-06-14,4594,2915,83,61
2020-06-15,4585,2875,88,60
2020-06-16,4612,3002,79,57
2020-06-17,4615,3113,65,49
2020-06-18,4562,3141,61,46
2020-06-19,4557,3087,59,40
2020-06-20,4567,3044,51,39
2020-06-21,4556,2965,48,30
2020-06-22,4599,3017,45,31
2020-06-23,4572,3099,49,31
2020-06-24,4557,3049,50,29
2020-06-25,4543,3087,48,26
2020-06-26,4535,3088,49,29
2020-06-27,4505,3073,44,24
2020-06-28,4506,3033,42,24
2020-06-29,4511,2967,43,26
2020-06-30,4543,3030,45,24
2020-07-01,4516,3107,47,25
2020-07-02,4557,3176,42,20
2020-07-03,4551,3166,37,20
2020-07-04,4547,3076,40,21
2020-07-05,4539,2970,35,20
2020-07-06,4534,2984,38,20
2020-07-07,4541,3043,31,17
2020-07-08,4526,3070,33,17
2020-07-09,4447,3077,28,17
2020-07-10,4447,3104,31,17
2020-07-11,4433,3114,28,18
2020-07-12,4398,2982,28,18
2020-07-13,4402,2941,33,17
2020-07-14,4401,3033,27,15
2020-07-15,4446,3125,30,15
2020-07-16,4477,3143,30,15
2020-07-17,4472,3170,24,15
2020-07-18,4449,3097,24,14
2020-07-19,4439,3036,26,13
2020-07-20,4466,3047,30,15
2020-07-21,4487,3123,24,14
2020-07-22,4499,3212,28,17
2020-07-23,4559,3289,23,15
2020-07-24,4579,3275,23,14
2020-07-25,4562,3245,27,15
2020-07-26,4538,3147,31,16
2020-07-27,4513,3066,28,17
2020-07-28,4481,3190,29,16
2020-07-29,4505,3221,32,18
2020-07-30,4487,3133,31,17
2020-07-31,4527,3202,25,14
2020-08-01,4544,3146,24,12
2020-08-02,4519,3060,29,12
2020-08-03,4548,3072,31,12
2020-08-04,4326,3087,24,12
2020-08-05,4328,3097,22,11
2020-08-06,4296,3091,24,11
2020-08-07,4253,3055,22,12
2020-08-08,4244,2996,21,12
2020-08-09,4247,2953,23,12
2020-08-10,4175,2907,21,12
2020-08-11,4183,2981,22,13
2020-08-12,4189,3022,22,12
2020-08-13,4184,3052,20,13
2020-08-14,4235,3124,22,15
2020-08-15,4265,3080,24,16
2020-08-16,4272,3028,26,16
2020-08-17,4284,2989,26,15
2020-08-18,4304,3054,21,15
2020-08-19,4300,3087,23,15
2020-08-20,4326,3124,30,16
2020-08-21,4341,3146,30,17
2020-08-22,4326,3049,29,17
2020-08-23,4312,2991,34,17
2020-08-24,4337,2978,33,17
2020-08-25,4353,3022,34,20
2020-08-26,4365,3090,35,20
2020-08-27,4361,3079,37,21
2020-08-28,4347,3091,39,22
2020-08-29,4334,3106,38,20
2020-08-30,4308,3022,38,17
2020-08-31,4301,2973,42,20
2020-09-01,4317,3030,36,21
2020-09-02,4328,3085,35,21
2020-09-03,4329,3132,32,20
2020-09-04,4322,3153,32,22
2020-09-05,4308,3123,33,22
2020-09-06,4300,3043,33,24
2020-09-07,4294,3051,34,23
2020-09-08,4296,3122,34,20
2020-09-09,4300,3141,33,21
2020-09-10,4319,3187,33,22
2020-09-11,4318,3190,34,17
2020-09-12,4304,3162,34,17
2020-09-13,4306,3085,36,18
2020-09-14,4298,3089,37,19
2020-09-15,4301,3159,36,19
2020-09-16,4313,3198,38,22
2020-09-17,4318,3236,41,26
2020-09-18,4321,3228,41,25
2020-09-19,4307,3133,40,25
2020-09-20,4297,3104,42,25
2020-09-21,4308,3080,35,23
2020-09-22,4303,3186,39,25
2020-09-23,4297,3194,42,23
2020-09-24,4293,3215,46,30
2020-09-25,4296,3200,49,26
2020-09-26,4292,3157,52,28
2020-09-27,4284,3062,51,30
2020-09-28,4294,3063,57,36
2020-09-29,4306,3128,56,34
2020-09-30,4300,3172,56,35
2020-10-01,4239,3076,57,36
2020-10-02,4231,3063,58,34
2020-10-03,4215,3058,65,35
2020-10-04,4205,2979,71,37
2020-10-05,4230,3010,66,34
2020-10-06,4232,3087,60,36
2020-10-07,4242,3124,65,37
2020-10-08,4246,3103,63,36
2020-10-09,4253,3147,62,39
2020-10-10,4258,3074,65,45
2020-10-11,4260,2966,63,44
2020-10-12,4244,2995,71,48
2020-10-13,4249,3076,72,49
2020-10-14,4240,3102,71,46
2020-10-15,4246,3104,78,48
2020-10-16,4237,3100,87,48
2020-10-17,4213,3071,85,43
2020-10-18,4213,2951,84,43
2020-10-19,4207,2929,92,45
2020-10-20,4222,3012,87,48
2020-10-21,4207,3056,103,49
2020-10-22,4209,3084,100,50
2020-10-23,4199,3082,105,47
2020-10-24,4205,3117,112,54
2020-10-25,4195,2988,123,58
2020-10-26,4208,3001,122,62
2020-10-27,4206,3121,129,58
2020-10-28,4192,3114,147,66
2020-10-29,4195,3083,167,71
2020-10-30,4169,3032,179,83
2020-10-31,4136,2981,203,106
2020-11-01,4137,2953,238,119
2020-11-02,4056,2953,268,135
2020-11-03,4060,3045,285,154
2020-11-04,4064,3048,314,165
2020-11-05,4041,3067,339,172
2020-11-06,4025,3015,356,168
2020-11-07,4048,2985,362,180
2020-11-08,4005,2904,372,190
2020-11-09,4060,3013,391,205
2020-11-10,4100,3147,410,226
2020-11-11,4128,3200,442,248
2020-11-12,4112,3214,457,261
2020-11-13,4104,3228,475,273
2020-11-14,4073,3150,480,277
2020-11-15,4045,3066,492,286
2020-11-16,4072,3101,500,289
2020-11-17,4098,3160,514,304
2020-11-18,4105,3207,519,301
2020-11-19,4068,3175,518,305
2020-11-20,4044,3205,532,306
2020-11-21,4015,3164,541,308
2020-11-22,4016,3081,564,312
2020-11-23,4043,3090,588,330
2020-11-24,4037,3177,592,331
2020-11-25,4019,3243,609,350
2020-11-26,3990,3249,633,378
2020-11-27,3965,3266,637,393
2020-11-28,3951,3224,645,382
2020-11-29,3980,3202,645,376
2020-11-30,3998,3194,647,386
2020-12-01,4009,3291,641,392
2020-12-02,3989,3254,661,390
2020-12-03,3962,3320,670,403
2020-12-04,3957,3335,706,401
2020-12-05,3904,3202,705,411
2020-12-06,3911,3165,710,427
2020-12-07,3919,3204,726,440
2020-12-08,3888,3238,748,449
2020-12-09,3923,3301,733,439
2020-12-10,3923,3305,724,436
2020-12-11,3891,3301,726,424
2020-12-12,3879,3237,734,422
2020-12-13,3880,3207,750,435
2020-12-14,3884,3227,782,456
2020-12-15,3895,3276,780,454
2020-12-16,3902,3310,800,476
2020-12-17,3895,3327,796,480
2020-12-18,3905,3323,809,452
2020-12-19,3870,3276,796,441
2020-12-20,3861,3191,807,455
2020-12-21,3869,3218,820,456
2020-12-22,3857,3241,823,464
2020-12-23,3833,3205,817,478
2020-12-24,3806,3155,822,458
2020-12-25,3803,3112,828,468
2020-12-26,3800,3106,853,484
2020-12-27,3804,3131,888,497
2020-12-28,3832,3170,914,513
2020-12-29,3838,3251,902,503
2020-12-30,3818,3242,895,495
2020-12-31,3810,3231,877,490
2021-01-01,3796,3198,868,494
2021-01-02,3786,3224,916,507
2021-01-03,3797,3226,909,508
2021-01-04,3801,3234,900,518
2021-01-05,3817,3271,903,516
2021-01-06,3839,3288,903,517
2021-01-07,3841,3230,902,498
2021-01-08,3848,3286,889,495
2021-01-09,3834,3251,870,501
2021-01-10,3823,3159,854,494
2021-01-11,3773,3131,834,476
2021-01-12,3850,3215,826,479
2021-01-13,3853,3264,817,473
2021-01-14,3843,3281,811,476
2021-01-15,3855,3290,804,466
2021-01-16,3848,3250,774,465
2021-01-17,3848,3181,788,464
2021-01-18,3857,3193,788,461
2021-01-19,3862,3251,769,450
2021-01-20,3871,3283,751,434
2021-01-21,3870,3307,741,417
2021-01-22,3869,3312,733,429
2021-01-23,3847,3260,715,412
2021-01-24,3831,3201,716,413
2021-01-25,3847,3180,718,412
2021-01-26,3851,3264,702,388
2021-01-27,3845,3285,699,383
2021-01-28,3852,3271,702,388
2021-01-29,3866,3288,680,387
2021-01-30,3830,3274,666,374
2021-01-31,3829,3224,677,355
2021-02-01,3836,3212,684,365
2021-02-02,3845,3260,654,361
2021-02-03,3859,3299,672,354
2021-02-04,3852,3290,652,364
2021-02-05,3840,3264,620,344
2021-02-06,3830,3206,617,343
2021-02-07,3823,3152,625,336
2021-02-08,3828,3165,629,341
2021-02-09,3853,3292,620,335
2021-02-10,3854,3276,582,315
2021-02-11,3846,3245,579,303
2021-02-12,3862,3244,573,309
2021-02-13,3855,3233,562,302
2021-02-14,3830,3133,548,298
2021-02-15,3830,3140,550,295
2021-02-16,3861,3202,543,299
2021-02-17,3863,3241,518,285
2021-02-18,3859,3243,504,281
2021-02-19,3853,3254,492,290
2021-02-20,3840,3186,497,284
2021-02-21,3819,3117,482,280
2021-02-22,3811,3117,474,284
2021-02-23,3831,3205,474,274
2021-02-24,3830,3256,472,276
2021-02-25,3843,3230,463,274
2021-02-26,3841,3203,454,261
2021-02-27,3835,3181,451,261
2021-02-28,3823,3134,463,260
2021-03-01,3838,3162,462,259
2021-03-02,3844,3262,454,252
2021-03-03,3847,3214,449,261
2021-03-04,3853,3259,447,253
2021-03-05,3853,3290,436,246
2021-03-06,3860,3222,437,245
2021-03-07,3842,3192,429,246
2021-03-08,3847,3179,447,254
2021-03-09,3856,3268,438,248
2021-03-10,3848,3296,440,257
2021-03-11,3864,3287,462,249
2021-03-12,3872,3307,460,254
2021-03-13,3852,3289,449,251
2021-03-14,3837,3212,461,258
2021-03-15,3843,3189,458,268
2021-03-16,3859,3277,482,289
2021-03-17,3859,3264,491,283
2021-03-18,3851,3234,487,283
2021-03-19,3844,3274,488,276
2021-03-20,3825,3228,497,285
2021-03-21,3812,3168,515,294
2021-03-22,3842,3208,529,303
2021-03-23,3848,3244,518,294
2021-03-24,3848,3284,539,306
2021-03-25,3843,3287,525,302
2021-03-26,3836,3327,560,332
2021-03-27,3841,3278,559,322
2021-03-28,3824,3180,560,318
2021-03-29,3819,3167,577,337
2021-03-30,3833,3256,599,338
2021-03-31,3829,3279,614,329
2021-04-01,3820,3266,617,340
2021-04-02,3834,3272,642,358
2021-04-03,3822,3206,645,357
2021-04-04,3819,3216,675,368
2021-04-05,3795,3177,682,381
2021-04-06,3799,3238,719,403
2021-04-07,3810,3267,744,420
2021-04-08,3812,3284,753,426
2021-04-09,3822,3303,759,430
2021-04-10,3821,3265,756,429
2021-04-11,3814,3199,759,447
2021-04-12,3806,3243,768,446
2021-04-13,3824,3307,784,446
2021-04-14,3822,3259,766,429
2021-04-15,3834,3295,757,435
2021-04-16,3835,3284,762,454
2021-04-17,3810,3212,772,445
2021-04-18,3804,3173,768,443
2021-04-19,3822,3193,782,442
2021-04-20,3853,3289,778,434
2021-04-21,3838,3321,775,419
2021-04-22,3848,3315,789,425
2021-04-23,3833,3309,781,413
2021-04-24,3830,3282,785,423
2021-04-25,3825,3221,784,427
2021-04-26,3840,3253,796,447
2021-04-27,3852,3332,787,446
2021-04-28,3862,3417,783,444
2021-04-29,3856,3357,783,448
2021-04-30,3870,3410,792,455
2021-05-01,3816,3304,787,447
2021-05-02,3815,3269,785,452
2021-05-03,3828,3270,785,457
2021-05-04,3837,3303,765,455
2021-05-05,3842,3337,753,449
2021-05-06,3817,3308,719,448
2021-05-07,3807,3307,718,442
2021-05-08,3786,3253,705,425
2021-05-09,3775,3217,702,427
2021-05-10,3799,3255,703,418
2021-05-11,3789,3285,678,402
2021-05-12,3800,3312,669,391
2021-05-13,3796,3275,647,392
2021-05-14,3792,3219,640,399
2021-05-15,3769,3190,615,393
2021-05-16,3754,3142,620,388
2021-05-17,3755,3160,609,392
2021-05-18,3756,3216,603,382
2021-05-19,3768,3249,578,372
2021-05-20,3762,3238,561,360
2021-05-21,3756,3240,555,349
2021-05-22,3738,3191,524,332
2021-05-23,3725,3119,514,325
2021-05-24,3724,3095,507,319
2021-05-25,3730,3097,502,298
2021-05-26,3753,3178,466,282
2021-05-27,3752,3154,440,279
2021-05-28,3740,3133,418,265
2021-05-29,3719,3084,397,249
2021-05-30,3708,3058,386,243
2021-05-31,3719,3056,376,232
2021-06-01,3738,3158,363,220
2021-06-02,3746,3173,349,209
2021-06-03,3739,3151,328,200
2021-06-04,3738,3078,322,194
2021-06-05,3722,3081,311,186
2021-06-06,3705,2998,308,182
2021-06-07,3728,3015,307,184
2021-06-08,3743,3109,295,172
2021-06-09,3749,3126,281,171
2021-06-10,3754,3179,268,169
2021-06-11,3735,3111,250,156
2021-06-12,3707,3058,232,151
2021-06-13,3683,3035,230,153
2021-06-14,3700,3059,221,148
2021-06-15,3717,3126,214,139
2021-06-16,3725,3139,202,129
2021-06-17,3720,3067,194,122
2021-06-18,3706,3057,178,119
2021-06-19,3693,3031,165,109
2021-06-20,3678,2963,161,101
2021-06-21,3708,3054,155,100
2021-06-22,3726,3094,143,95
2021-06-23,3717,3124,134,92
2021-06-24,3724,3072,128,86
2021-06-25,3733,3107,122,82
2021-06-26,3714,3056,122,80
2021-06-27,3701,3016,119,76
2021-06-28,3714,3012,122,78
2021-06-29,3733,3087,116,75
2021-06-30,3725,3078,108,71
2021-07-01,3731,3029,102,67
2021-07-02,3719,3060,101,65
2021-07-03,3699,3019,96,62
2021-07-04,3705,2984,97,63
2021-07-05,3714,2998,91,62
2021-07-06,3720,3074,90,58
2021-07-07,3715,3124,87,54
2021-07-08,3727,3084,84,50
2021-07-09,3706,3081,81,50
2021-07-10,3687,2994,77,47
2021-07-11,3678,2944,74,44
2021-07-12,3684,2916,74,44
2021-07-13,3704,3084,70,42
2021-07-14,3706,3085,65,40
2021-07-15,3705,3086,63,40
2021-07-16,3681,3052,58,38
2021-07-17,3668,3045,56,37
2021-07-18,3663,2996,58,39
2021-07-19,3671,2979,55,37
2021-07-20,3688,3097,57,36
2021-07-21,3685,3122,51,35
2021-07-22,3670,3126,46,32
2021-07-23,3672,3101,48,32
2021-07-24,3664,3031,50,32
2021-07-25,3647,2982,55,33
2021-07-26,3672,3004,50,30
2021-07-27,3680,3084,56,34
2021-07-28,3680,3151,52,31
2021-07-29,3677,3143,53,32
2021-07-30,3668,3110,51,29
2021-07-31,3636,3073,52,31
2021-08-01,3624,2996,48,27
2021-08-02,3647,2970,49,25
2021-08-03,3661,3047,49,26
2021-08-04,3680,3069,45,24
2021-08-05,3666,3077,47,23
2021-08-06,3665,3072,48,22
2021-08-07,3638,3022,54,24
2021-08-08,3630,2997,55,22
2021-08-09,3666,2981,52,22
2021-08-10,3688,3030,51,23
2021-08-11,3684,3071,47,24
2021-08-12,3677,3061,47,24
2021-08-13,3667,3013,47,24
2021-08-14,3648,2994,48,25
2021-08-15,3627,2953,57,28
2021-08-16,3645,2970,59,27
2021-08-17,3667,2980,67,29
2021-08-18,3661,3006,67,30
2021-08-19,3669,2995,71,31
2021-08-20,3657,3028,79,31
2021-08-21,3621,2996,88,35
2021-08-22,3607,2935,93,35
2021-08-23,3646,2950,107,37
2021-08-24,3662,3054,117,51
2021-08-25,3680,3048,125,61
2021-08-26,3676,3078,132,67
2021-08-27,3647,3012,144,69
2021-08-28,3617,2974,147,70
2021-08-29,3608,2920,152,71
2021-08-30,3627,2952,154,77
2021-08-31,3650,2978,158,82
2021-09-01,3644,3034,169,82
2021-09-02,3638,3010,165,85
2021-09-03,3635,3031,171,81
2021-09-04,3602,3013,177,82
2021-09-05,3604,2975,175,79
2021-09-06,3624,3004,183,88
2021-09-07,3638,3079,190,96
2021-09-08,3651,3106,208,111
2021-09-09,3659,3100,213,112
2021-09-10,3664,3089,222,120
2021-09-11,3643,3038,230,122
2021-09-12,3620,2994,237,120
2021-09-13,3647,2973,238,126
2021-09-14,3643,3089,244,121
2021-09-15,3645,3090,250,127
2021-09-16,3634,3126,269,133
2021-09-17,3650,3096,266,128
2021-09-18,3610,3011,270,132
2021-09-19,3627,2986,280,138
2021-09-20,3632,2969,291,143
2021-09-21,3661,3072,288,149
2021-09-22,3636,3082,285,149
2021-09-23,3649,3056,269,143
2021-09-24,3642,3081,266,148
2021-09-25,3623,3065,270,149
2021-09-26,3608,3042,273,152
2021-09-27,3615,3032,270,150
2021-09-28,3640,3104,269,148
2021-09-29,3635,3095,252,142
2021-09-30,3630,3110,259,146
2021-10-01,3604,3083,264,148
2021-10-02,3595,3037,259,147
2021-10-03,3575,2996,256,148
2021-10-04,3611,3011,256,148
2021-10-05,3606,3062,254,155
2021-10-06,3611,3082,247,158
2021-10-07,3598,3084,242,153
2021-10-08,3595,3077,244,153
2021-10-09,3573,3039,248,149
2021-10-10,3559,2975,251,147
2021-10-11,3573,3004,259,146
2021-10-12,3592,3071,265,150
2021-10-13,3576,3126,263,157
2021-10-14,3591,3081,260,153
2021-10-15,3573,3097,257,158
2021-10-16,3557,3035,255,158
2021-10-17,3550,2981,261,161
2021-10-18,3582,3013,263,159
2021-10-19,3575,3112,261,159
2021-10-20,3586,3137,270,172
2021-10-21,3584,3147,285,173
2021-10-22,3575,3155,305,178
2021-10-23,3544,3071,321,182
2021-10-24,3543,3036,328,188
2021-10-25,3545,3067,339,192
2021-10-26,3578,3142,352,188
2021-10-27,3574,3167,360,197
2021-10-28,3553,3131,369,201
2021-10-29,3553,3138,388,211
2021-10-30,3540,3103,402,225
2021-10-31,3507,3063,422,239
2021-11-01,3521,3057,439,247
2021-11-02,3533,3083,459,245
2021-11-03,3555,3126,488,268
2021-11-04,3581,3146,522,282
2021-11-05,3553,3119,541,287
2021-11-06,3520,3098,552,292
2021-11-07,3515,3098,592,312
2021-11-08,3535,3091,609,322
2021-11-09,3525,3141,650,341
2021-11-10,3551,3146,655,350
2021-11-11,3550,3150,685,363
2021-11-12,3548,3150,682,377
2021-11-13,3539,3127,707,389
2021-11-14,3521,3088,744,405
