Date,betten_ges,betten_belegt,faelle_covid_aktuell,faelle_covid_aktuell_beatmet
2021-08-21,199,171,5,1
2020-05-10,219,126,9,7
2021-09-11,197,181,12,6
2020-10-31,211,175,24,15
2020-07-26,361,190,4,3
2020-12-01,225,192,35,23
2021-03-22,221,198,39,24
2020-09-27,208,158,2,0
2021-09-14,219,200,13,9
2021-05-16,200,172,41,28
2021-05-13,215,193,43,32
2020-09-25,210,161,1,1
2021-06-03,204,180,24,19
2020-12-09,229,201,32,22
2020-10-30,222,179,20,13
2021-04-04,199,172,51,32
2021-01-13,230,193,29,15
2021-05-10,220,193,46,29
2021-07-22,216,184,0,0
2021-05-20,219,196,37,24
2021-06-16,215,202,6,2
2021-02-26,226,203,30,20
2020-09-09,244,184,2,2
2021-01-21,228,208,36,19
2021-05-27,220,182,31,21
2021-06-18,216,189,7,4
2020-08-05,246,166,2,1
2020-07-27,308,171,4,3
2021-06-22,218,191,5,3
2020-09-04,241,181,4,1
2021-03-01,222,196,32,22
2021-08-04,219,186,1,0
2021-08-27,218,189,5,2
2021-02-09,224,192,32,22
2020-05-23,213,120,8,5
2020-10-01,235,186,2,1
2020-12-27,211,169,34,20
2021-06-08,199,182,15,12
2021-04-28,222,197,44,30
2020-06-25,202,121,4,3
2021-07-21,216,189,1,1
2020-08-31,234,166,4,3
2020-06-22,144,94,4,3
2021-02-13,199,171,30,19
2021-09-06,223,187,6,3
2021-02-19,218,183,31,23
2021-08-18,218,182,5,1
2021-04-16,219,187,45,31
2020-09-24,210,164,1,1
2021-07-13,220,181,1,1
2021-05-22,202,173,38,24
2020-10-13,242,184,6,5
2020-05-31,208,119,6,4
2020-07-29,311,177,5,3
2021-08-16,219,179,4,1
2021-04-24,202,175,46,30
2021-07-12,221,194,1,1
2021-07-17,204,178,1,1
2020-07-06,212,117,5,4
2021-09-01,215,187,8,2
2021-05-18,219,195,43,26
2020-06-23,142,90,4,3
2021-01-18,231,193,26,17
2020-05-16,223,124,10,6
2020-04-30,248,158,13,9
2020-09-06,235,168,3,1
2020-06-05,210,120,6,3
2020-08-23,199,147,3,2
