Date,betten_ges,betten_belegt,faelle_covid_aktuell,faelle_covid_aktuell_beatmet
2020-04-24,1449,1050,149,130
2020-04-25,1444,1019,142,115
2020-04-26,1447,990,138,116
2020-04-27,1447,1006,148,111
2020-04-28,1480,1041,143,111
2020-04-29,1475,1053,138,104
2020-04-30,1479,1057,121,94
2020-05-01,1484,1061,122,97
2020-05-02,1480,1057,125,101
2020-05-03,1478,1038,125,96
2020-05-04,1439,1017,121,95
2020-05-05,1463,1068,122,97
2020-05-06,1473,1092,120,96
2020-05-07,1475,1088,121,91
2020-05-08,1464,1096,117,91
2020-05-09,1463,1048,110,89
2020-05-10,1492,1060,112,91
2020-05-11,1503,1070,112,89
2020-05-12,1570,1085,106,85
2020-05-13,1502,1115,95,80
2020-05-14,1498,1081,87,73
2020-05-15,1496,1088,79,69
2020-05-16,1485,1066,74,67
2020-05-17,1476,1034,72,67
2020-05-18,1466,1029,72,65
2020-05-19,1470,1059,76,66
2020-05-20,1453,1093,65,60
2020-05-21,1484,1082,64,57
2020-05-22,1484,1049,61,55
2020-05-23,1477,1061,62,56
2020-05-24,1473,1059,60,55
2020-05-25,1470,1046,63,56
2020-05-26,1458,1053,65,54
2020-05-27,1454,1081,49,43
2020-05-28,1453,1069,50,43
2020-05-29,1430,1092,57,42
2020-05-30,1442,1072,57,40
2020-05-31,1439,1062,56,41
2020-06-01,1444,1061,57,44
2020-06-02,1446,1056,60,48
2020-06-03,1437,1111,64,46
2020-06-04,1438,1121,68,46
2020-06-05,1421,1095,68,43
2020-06-06,1422,1098,59,43
2020-06-07,1421,1064,60,41
2020-06-08,1427,1050,58,39
2020-06-09,1428,1106,52,37
2020-06-10,1428,1100,52,36
2020-06-11,1442,1113,49,36
2020-06-12,1444,1099,50,36
2020-06-13,1416,1054,48,36
2020-06-14,1412,1036,44,35
2020-06-15,1420,1046,46,35
2020-06-16,1418,1078,46,35
2020-06-17,1428,1112,47,35
2020-06-18,1417,1086,48,38
2020-06-19,1412,1081,45,36
2020-06-20,1406,1105,46,38
2020-06-21,1411,1081,45,35
2020-06-22,1414,1070,46,35
2020-06-23,1421,1076,38,30
2020-06-24,1417,1067,32,27
2020-06-25,1420,1092,33,27
2020-06-26,1420,1080,36,25
2020-06-27,1418,1066,33,24
2020-06-28,1424,1048,32,23
2020-06-29,1425,1061,34,23
2020-06-30,1421,1073,36,24
2020-07-01,1418,1082,38,24
2020-07-02,1423,1085,32,24
2020-07-03,1424,1073,36,25
2020-07-04,1408,1075,34,25
2020-07-05,1401,1049,32,25
2020-07-06,1415,1056,40,25
2020-07-07,1438,1082,34,22
2020-07-08,1430,1085,32,22
2020-07-09,1435,1111,37,21
2020-07-10,1433,1100,32,21
2020-07-11,1427,1090,27,19
2020-07-12,1399,1045,25,19
2020-07-13,1410,1038,21,19
2020-07-14,1421,1084,23,18
2020-07-15,1420,1089,22,17
2020-07-16,1424,1089,23,17
2020-07-17,1422,1083,21,15
2020-07-18,1389,1055,19,16
2020-07-19,1391,1034,24,17
2020-07-20,1406,1048,19,16
2020-07-21,1414,1060,21,16
2020-07-22,1406,1085,18,16
2020-07-23,1383,1042,22,16
2020-07-24,1378,1049,18,15
2020-07-25,1371,1030,18,15
2020-07-26,1366,1024,19,15
2020-07-27,1380,1037,18,15
2020-07-28,1379,1042,18,14
2020-07-29,1370,1055,15,14
2020-07-30,1367,1049,18,14
2020-07-31,1360,1045,16,13
2020-08-01,1364,1056,18,12
2020-08-02,1362,1018,19,12
2020-08-03,1357,996,21,12
2020-08-04,1296,996,17,11
2020-08-05,1271,1038,16,12
2020-08-06,1277,1050,15,11
2020-08-07,1268,1033,14,11
2020-08-08,1263,1009,14,11
2020-08-09,1256,984,14,11
2020-08-10,1268,985,14,11
2020-08-11,1272,1023,14,11
2020-08-12,1276,1052,17,11
2020-08-13,1276,1050,13,11
2020-08-14,1279,1052,13,9
2020-08-15,1276,1030,14,9
2020-08-16,1276,1026,14,9
2020-08-17,1269,1023,14,8
2020-08-18,1282,1057,13,7
2020-08-19,1280,1082,15,7
2020-08-20,1279,1094,15,8
2020-08-21,1273,1088,15,8
2020-08-22,1268,1056,14,8
2020-08-23,1267,1059,17,8
2020-08-24,1259,1007,20,8
2020-08-25,1276,1046,19,10
2020-08-26,1272,1055,20,10
2020-08-27,1278,1082,22,10
2020-08-28,1274,1065,21,11
2020-08-29,1264,1047,21,11
2020-08-30,1264,1039,18,11
2020-08-31,1276,1013,18,9
