Date,betten_ges,betten_belegt,faelle_covid_aktuell,faelle_covid_aktuell_beatmet
2021-08-03,720,568,10,10
2021-08-04,724,592,10,10
2021-08-05,722,602,9,9
2021-08-06,721,590,9,9
2021-08-07,719,588,8,8
2021-08-08,707,560,8,8
2021-08-09,711,572,9,8
2021-08-10,721,594,9,8
2021-08-11,719,580,9,8
2021-08-12,722,579,9,7
2021-08-13,725,596,9,6
2021-08-14,728,593,11,6
2021-08-15,725,570,9,3
2021-08-16,719,584,8,3
2021-08-17,716,579,8,4
2021-08-18,714,581,8,4
2021-08-19,719,590,8,3
2021-08-20,717,597,8,3
2021-08-21,717,573,6,2
2021-08-22,710,554,6,2
2021-08-23,707,549,6,3
2021-08-24,714,556,6,3
2021-08-25,714,554,5,3
2021-08-26,721,573,6,4
2021-08-27,716,572,7,3
2021-08-28,706,541,8,3
2021-08-29,708,545,7,3
2021-08-30,708,554,9,2
2021-08-31,708,564,9,2
2021-09-01,714,577,10,3
2021-09-02,713,569,11,4
2021-09-03,713,563,14,8
2021-09-04,708,546,12,8
2021-09-05,708,532,12,8
2021-09-06,712,524,11,8
2021-09-07,716,544,13,9
2021-09-08,713,546,15,9
2021-09-09,713,571,13,9
2021-09-10,717,576,15,9
2021-09-11,719,562,14,9
2021-09-12,701,551,12,8
2021-09-13,705,551,12,8
2021-09-14,710,548,12,7
2021-09-15,716,559,11,7
2021-09-16,717,554,14,7
2021-09-17,714,556,12,7
2021-09-18,713,551,14,8
2021-09-19,713,533,15,6
2021-09-20,703,539,15,7
2021-09-21,704,529,19,8
2021-09-22,707,547,19,7
2021-09-23,709,563,16,6
2021-09-24,710,558,17,5
2021-09-25,705,558,15,5
2021-09-26,703,535,17,6
2021-09-27,705,542,14,5
2021-09-28,701,547,14,5
2021-09-29,708,561,17,5
2021-09-30,714,575,16,5
2021-10-01,710,576,16,5
2021-10-02,702,560,16,6
2021-10-03,696,527,16,6
2021-10-04,697,538,22,7
2021-10-05,703,564,27,8
2021-10-06,704,578,28,10
2021-10-07,712,575,26,11
2021-10-08,714,582,27,11
2021-10-09,705,567,27,12
2021-10-10,699,556,30,15
2021-10-11,702,560,30,14
2021-10-12,704,582,37,16
2021-10-13,709,574,37,14
2021-10-14,709,577,37,15
2021-10-15,708,577,35,14
2021-10-16,703,571,39,17
2021-10-17,692,562,38,17
2021-10-18,693,559,37,15
2021-10-19,709,570,38,15
2021-10-20,706,578,40,15
2021-10-21,706,577,43,17
2021-10-22,707,593,46,16
2021-10-23,705,572,51,18
2021-10-24,702,565,50,18
2021-10-25,699,579,51,18
2021-10-26,697,590,49,16
2021-10-27,695,587,54,20
2021-10-28,694,594,66,22
2021-10-29,694,601,69,22
2021-10-30,697,588,71,28
2021-10-31,695,579,75,32
2021-11-01,692,580,79,34
2021-11-02,701,591,80,36
2021-11-03,704,604,91,38
2021-11-04,706,610,99,41
2021-11-05,701,593,108,47
2021-11-06,694,589,109,53
2021-11-07,693,594,116,60
2021-11-08,691,584,134,70
2021-11-09,709,617,133,73
2021-11-10,714,611,141,71
2021-11-11,709,608,144,76
2021-11-12,705,596,153,73
2021-11-13,696,594,160,83
2021-11-14,696,602,171,92
