Date,betten_ges,betten_belegt,faelle_covid_aktuell,faelle_covid_aktuell_beatmet
2020-04-24,1534,911,73,50
2020-04-25,1554,937,70,47
2020-04-26,1549,899,71,47
2020-04-27,1581,946,70,45
2020-04-28,1624,1060,77,47
2020-04-29,1650,1073,75,48
2020-04-30,1638,1072,74,47
2020-05-01,1648,1052,72,48
2020-05-02,1645,1011,69,46
2020-05-03,1643,979,66,45
2020-05-04,1651,1007,65,43
2020-05-05,1665,1064,67,39
2020-05-06,1771,1175,62,38
2020-05-07,1661,1097,63,34
2020-05-08,1672,1104,63,33
2020-05-09,1667,1089,61,29
2020-05-10,1665,1033,60,29
2020-05-11,1659,1027,60,30
2020-05-12,1693,1101,60,31
2020-05-13,1703,1101,59,29
2020-05-14,1711,1121,57,27
2020-05-15,1714,1158,54,29
2020-05-16,1721,1150,55,29
2020-05-17,1715,1099,52,26
2020-05-18,1719,1079,51,21
2020-05-19,1721,1103,50,16
2020-05-20,1718,1093,46,15
2020-05-21,1708,1124,49,16
2020-05-22,1737,1090,47,16
2020-05-23,1761,1102,45,15
2020-05-24,1717,1070,46,18
2020-05-25,1724,1081,47,18
2020-05-26,1727,1120,43,17
2020-05-27,1721,1148,38,16
2020-05-28,1719,1184,39,16
2020-05-29,1721,1185,37,14
2020-05-30,1714,1159,33,14
2020-05-31,1716,1092,34,15
2020-06-01,1721,1076,32,14
2020-06-02,1714,1083,33,12
2020-06-03,1717,1128,32,14
2020-06-04,1711,1176,33,13
2020-06-05,1714,1201,33,14
2020-06-06,1706,1159,30,12
2020-06-07,1707,1094,30,9
2020-06-08,1714,1111,30,7
2020-06-09,1710,1177,31,9
2020-06-10,1709,1194,30,9
2020-06-11,1715,1169,29,8
2020-06-12,1715,1173,29,10
2020-06-13,1720,1180,29,10
2020-06-14,1714,1116,29,9
2020-06-15,1721,1128,29,9
2020-06-16,1725,1193,31,11
2020-06-17,1723,1174,33,11
2020-06-18,1721,1197,33,10
2020-06-19,1726,1225,32,10
2020-06-20,1723,1194,35,10
2020-06-21,1728,1120,32,9
2020-06-22,1724,1105,32,9
2020-06-23,1736,1163,32,9
2020-06-24,1732,1183,34,9
2020-06-25,1728,1194,35,12
2020-06-26,1725,1195,37,12
2020-06-27,1720,1171,35,11
2020-06-28,1722,1124,35,11
2020-06-29,1727,1118,35,10
2020-06-30,1737,1166,33,7
2020-07-01,1735,1213,34,8
2020-07-02,1739,1224,35,9
2020-07-03,1737,1231,33,9
2020-07-04,1735,1205,33,9
2020-07-05,1730,1164,31,9
2020-07-06,1732,1144,30,8
2020-07-07,1733,1210,29,7
2020-07-08,1735,1230,27,6
2020-07-09,1738,1215,27,6
