Date,betten_ges,betten_belegt,faelle_covid_aktuell,faelle_covid_aktuell_beatmet
2020-04-24,1257,676,95,66
2020-04-25,1258,664,84,61
2020-04-26,1253,628,85,59
2020-04-27,1258,651,84,59
2020-04-28,1249,667,72,47
2020-04-29,1255,688,67,47
2020-04-30,1262,681,66,47
2020-05-01,1262,724,59,40
2020-05-02,1270,672,60,36
2020-05-03,1277,694,58,34
2020-05-04,1274,648,51,30
2020-05-05,1268,664,50,28
2020-05-06,1293,716,49,26
2020-05-07,1311,722,42,22
2020-05-08,1311,728,39,24
2020-05-09,1321,707,37,23
2020-05-10,1303,697,36,23
2020-05-11,1293,694,35,21
2020-05-12,1408,788,41,21
2020-05-13,1409,792,41,19
2020-05-14,1398,787,34,19
2020-05-15,1404,802,28,18
2020-05-16,1415,821,30,17
2020-05-17,1406,799,29,18
2020-05-18,1426,807,27,19
2020-05-19,1415,815,24,16
2020-05-20,1404,815,24,15
2020-05-21,1410,806,27,16
2020-05-22,1406,782,21,14
2020-05-23,1424,781,21,13
2020-05-24,1392,736,20,13
2020-05-25,1406,739,21,14
2020-05-26,1421,780,22,13
2020-05-27,1328,710,23,13
2020-05-28,1316,716,22,12
2020-05-29,1299,696,14,9
2020-05-30,1296,713,11,7
2020-05-31,1293,693,12,5
2020-06-01,1307,696,17,7
2020-06-02,1292,656,16,8
2020-06-03,1286,688,11,6
2020-06-04,1286,723,11,6
2020-06-05,1289,719,12,8
2020-06-06,1300,704,13,9
2020-06-07,1310,669,11,10
2020-06-08,1298,664,12,9
2020-06-09,1292,702,11,9
2020-06-10,1292,702,11,7
2020-06-11,1300,674,11,6
2020-06-12,1282,662,9,4
2020-06-13,1285,676,7,3
2020-06-14,1291,657,9,4
2020-06-15,1301,672,7,5
2020-06-16,1324,757,7,5
2020-06-17,1327,767,6,5
2020-06-18,1424,830,6,5
2020-06-19,1431,853,8,5
2020-06-20,1422,808,9,6
2020-06-21,1419,775,7,5
2020-06-22,1439,792,7,5
2020-06-23,1445,852,6,4
2020-06-24,1435,837,8,5
2020-06-25,1443,823,8,4
2020-06-26,1451,822,8,4
2020-06-27,1453,834,9,4
2020-06-28,1461,824,8,4
2020-06-29,1452,810,9,4
2020-06-30,1458,850,9,4
2020-07-01,1471,849,10,4
2020-07-02,1474,862,10,4
2020-07-03,1474,849,9,4
2020-07-04,1478,847,7,3
2020-07-05,1455,798,7,3
2020-07-06,1458,800,7,3
2020-07-07,1471,847,7,5
2020-07-08,1490,859,6,3
2020-07-09,1484,859,5,2
2020-07-10,1486,896,5,2
2020-07-11,1489,876,5,2
2020-07-12,1469,832,6,2
2020-07-13,1478,827,4,1
2020-07-14,1487,868,5,2
2020-07-15,1487,881,6,2
2020-07-16,1485,872,6,1
2020-07-17,1484,890,5,1
2020-07-18,1487,869,5,1
2020-07-19,1470,845,7,1
2020-07-20,1485,865,8,2
2020-07-21,1451,863,6,1
2020-07-22,1464,864,6,1
2020-07-23,1443,881,7,1
2020-07-24,1452,890,9,3
2020-07-25,1454,857,7,4
2020-07-26,1476,864,7,5
2020-07-27,1527,861,8,4
2020-07-28,1515,868,8,6
2020-07-29,1547,901,7,5
2020-07-30,1537,887,7,5
2020-07-31,1532,884,5,4
2020-08-01,1512,864,6,4
2020-08-02,1505,843,6,3
2020-08-03,1520,873,6,4
2020-08-04,1469,913,6,4
2020-08-05,1483,939,8,5
2020-08-06,1464,920,8,5
2020-08-07,1464,913,8,5
2020-08-08,1445,888,7,6
2020-08-09,1446,855,11,8
2020-08-10,1442,871,11,7
2020-08-11,1451,913,10,8
2020-08-12,1456,946,8,7
2020-08-13,1454,920,8,7
2020-08-14,1456,939,10,7
2020-08-15,1454,944,10,8
2020-08-16,1458,902,11,6
2020-08-17,1460,932,11,6
2020-08-18,1457,944,11,8
2020-08-19,1458,924,12,9
2020-08-20,1463,938,17,6
2020-08-21,1463,946,11,5
2020-08-22,1455,919,12,4
2020-08-23,1464,879,11,4
2020-08-24,1459,884,11,3
2020-08-25,1466,920,9,4
2020-08-26,1455,903,9,5
2020-08-27,1460,892,10,5
2020-08-28,1454,900,11,5
2020-08-29,1448,902,12,5
2020-08-30,1453,874,11,4
2020-08-31,1457,861,9,4
2020-09-01,1457,896,7,4
2020-09-02,1459,910,5,3
2020-09-03,1459,914,7,3
2020-09-04,1460,908,5,4
2020-09-05,1458,898,7,6
2020-09-06,1460,868,7,6
2020-09-07,1461,899,7,6
2020-09-08,1461,916,8,6
2020-09-09,1467,929,11,6
2020-09-10,1464,948,8,4
2020-09-11,1463,924,5,4
2020-09-12,1461,901,4,3
2020-09-13,1463,898,6,4
2020-09-14,1464,901,4,2
2020-09-15,1460,949,6,3
2020-09-16,1461,964,10,4
2020-09-17,1456,951,8,4
2020-09-18,1459,916,7,3
