Date,betten_ges,betten_belegt,faelle_covid_aktuell,faelle_covid_aktuell_beatmet
2020-04-24,2573,1667,217,169
2020-04-25,2569,1670,219,170
2020-04-26,2553,1667,222,171
2020-04-27,2545,1660,212,159
2020-04-28,2543,1672,209,161
2020-04-29,2558,1637,207,148
2020-04-30,2521,1647,192,140
2020-05-01,2507,1650,188,143
2020-05-02,2526,1602,182,139
2020-05-03,2532,1610,184,139
2020-05-04,2532,1616,179,136
2020-05-05,2532,1631,174,128
2020-05-06,2540,1655,170,117
2020-05-07,2518,1682,154,110
2020-05-08,2459,1679,137,102
2020-05-09,2437,1680,133,97
2020-05-10,2431,1656,135,100
2020-05-11,2432,1640,130,97
2020-05-12,2475,1704,118,84
2020-05-13,2464,1686,113,83
2020-05-14,2439,1663,110,78
2020-05-15,2471,1711,105,73
2020-05-16,2475,1681,102,71
2020-05-17,2457,1626,101,70
2020-05-18,2458,1648,105,70
2020-05-19,2477,1694,103,68
2020-05-20,2437,1694,93,62
2020-05-21,2436,1714,93,60
2020-05-22,2449,1693,93,57
2020-05-23,2417,1644,89,57
2020-05-24,2416,1603,88,56
2020-05-25,2471,1652,84,53
2020-05-26,2471,1711,77,54
2020-05-27,2463,1703,71,45
2020-05-28,2476,1743,69,43
2020-05-29,2459,1712,61,31
2020-05-30,2449,1721,65,32
2020-05-31,2434,1630,65,30
2020-06-01,2429,1626,61,30
2020-06-02,2436,1656,61,30
2020-06-03,2455,1726,50,28
2020-06-04,2459,1740,44,28
2020-06-05,2470,1765,44,27
2020-06-06,2453,1732,45,27
2020-06-07,2460,1715,48,26
2020-06-08,2463,1714,47,25
2020-06-09,2476,1768,41,26
2020-06-10,2486,1791,39,26
2020-06-11,2474,1769,37,26
2020-06-12,2440,1696,36,26
2020-06-13,2435,1659,34,25
2020-06-14,2434,1636,31,24
2020-06-15,2423,1642,32,25
2020-06-16,2438,1691,31,24
2020-06-17,2436,1717,31,25
2020-06-18,2457,1713,32,25
2020-06-19,2448,1700,28,21
2020-06-20,2453,1696,27,21
2020-06-21,2464,1677,26,20
2020-06-22,2471,1680,26,19
2020-06-23,2484,1739,26,18
2020-06-24,2467,1733,28,17
2020-06-25,2455,1739,29,15
2020-06-26,2424,1746,28,18
2020-06-27,2416,1719,27,17
2020-06-28,2399,1646,26,17
2020-06-29,2427,1675,26,17
2020-06-30,2435,1692,25,17
2020-07-01,2434,1702,25,16
2020-07-02,2440,1739,23,14
2020-07-03,2423,1763,20,13
2020-07-04,2432,1716,21,12
2020-07-05,2421,1688,23,12
2020-07-06,2429,1696,23,12
2020-07-07,2419,1734,22,11
2020-07-08,2429,1752,22,12
2020-07-09,2448,1761,20,11
2020-07-10,2423,1756,21,11
2020-07-11,2423,1733,17,9
2020-07-12,2415,1686,17,9
2020-07-13,2401,1666,18,8
2020-07-14,2404,1721,22,7
2020-07-15,2422,1746,18,6
2020-07-16,2405,1742,24,9
2020-07-17,2400,1727,21,10
2020-07-18,2393,1707,20,10
2020-07-19,2388,1715,18,9
2020-07-20,2403,1703,18,10
2020-07-21,2433,1699,16,10
2020-07-22,2435,1738,18,10
2020-07-23,2451,1722,17,10
2020-07-24,2444,1725,14,10
2020-07-25,2415,1735,18,10
2020-07-26,2414,1674,18,10
2020-07-27,2418,1685,21,10
2020-07-28,2433,1739,21,10
2020-07-29,2439,1747,19,9
2020-07-30,2445,1727,22,8
2020-07-31,2417,1691,25,11
2020-08-01,2415,1649,20,8
2020-08-02,2411,1623,19,8
2020-08-03,2415,1646,19,9
2020-08-04,2396,1760,22,11
2020-08-05,2371,1767,20,11
2020-08-06,2358,1765,18,10
2020-08-07,2354,1726,20,10
2020-08-08,2330,1699,21,12
2020-08-09,2332,1673,21,11
2020-08-10,2324,1669,21,12
2020-08-11,2323,1751,21,12
2020-08-12,2339,1734,19,11
2020-08-13,2328,1765,18,10
2020-08-14,2343,1785,17,7
2020-08-15,2335,1774,21,10
2020-08-16,2315,1753,19,8
2020-08-17,2315,1742,18,8
2020-08-18,2320,1747,15,7
2020-08-19,2310,1727,13,7
2020-08-20,2312,1768,14,8
2020-08-21,2313,1774,14,7
2020-08-22,2298,1705,15,8
2020-08-23,2287,1658,15,8
2020-08-24,2312,1636,15,8
2020-08-25,2309,1678,12,9
2020-08-26,2324,1739,11,8
2020-08-27,2314,1723,13,7
2020-08-28,2317,1700,15,7
2020-08-29,2317,1691,15,7
2020-08-30,2312,1677,15,7
2020-08-31,2301,1671,15,4
2020-09-01,2318,1721,15,4
2020-09-02,2331,1722,16,4
2020-09-03,2316,1712,15,5
2020-09-04,2301,1679,17,4
2020-09-05,2281,1697,20,5
2020-09-06,2285,1649,19,5
2020-09-07,2295,1672,19,5
2020-09-08,2301,1702,19,4
2020-09-09,2316,1732,17,5
2020-09-10,2320,1744,19,5
2020-09-11,2306,1743,18,5
2020-09-12,2299,1714,23,7
2020-09-13,2306,1686,23,8
2020-09-14,2308,1694,26,9
2020-09-15,2310,1710,25,13
2020-09-16,2300,1724,20,12
2020-09-17,2296,1736,20,12
2020-09-18,2294,1707,23,11
2020-09-19,2288,1685,21,11
2020-09-20,2278,1651,24,11
2020-09-21,2294,1660,27,11
2020-09-22,2309,1719,28,14
2020-09-23,2315,1722,28,16
2020-09-24,2312,1719,26,15
2020-09-25,2310,1726,27,14
2020-09-26,2287,1723,28,14
2020-09-27,2283,1673,29,14
2020-09-28,2303,1672,30,16
2020-09-29,2297,1755,30,16
2020-09-30,2308,1777,30,16
2020-10-01,2300,1766,31,17
2020-10-02,2302,1761,31,16
2020-10-03,2275,1739,32,15
2020-10-04,2274,1704,34,17
2020-10-05,2275,1684,39,19
2020-10-06,2269,1730,42,17
2020-10-07,2274,1745,46,20
2020-10-08,2267,1749,44,22
2020-10-09,2263,1716,45,20
2020-10-10,2248,1718,45,25
2020-10-11,2255,1703,47,25
2020-10-12,2267,1692,46,25
2020-10-13,2274,1711,52,28
2020-10-14,2274,1724,47,27
2020-10-15,2275,1732,49,27
2020-10-16,2291,1710,54,31
2020-10-17,2270,1699,59,33
2020-10-18,2260,1664,70,38
2020-10-19,2256,1671,81,40
2020-10-20,2276,1750,83,36
2020-10-21,2233,1737,88,34
2020-10-22,2198,1744,90,40
2020-10-23,2177,1751,97,37
2020-10-24,2166,1743,114,47
2020-10-25,2155,1709,129,56
2020-10-26,2169,1717,137,58
2020-10-27,2172,1772,139,68
2020-10-28,2166,1769,155,87
2020-10-29,2168,1749,164,95
2020-10-30,2149,1744,178,98
2020-10-31,2122,1739,183,98
2020-11-01,2128,1698,194,102
2020-11-02,2142,1673,204,110
2020-11-03,2149,1689,219,116
2020-11-04,2134,1721,228,124
2020-11-05,2131,1736,243,124
2020-11-06,2100,1706,252,124
2020-11-07,2093,1650,253,132
2020-11-08,2086,1652,266,132
2020-11-09,2095,1669,271,141
2020-11-10,2110,1714,275,144
2020-11-11,2111,1739,274,147
2020-11-12,2108,1762,275,153
2020-11-13,2092,1758,278,154
2020-11-14,2077,1717,289,163
2020-11-15,2072,1706,285,154
2020-11-16,2087,1682,284,161
2020-11-17,2082,1711,289,165
2020-11-18,2059,1755,300,177
2020-11-19,2065,1763,306,181
2020-11-20,2069,1758,326,198
2020-11-21,2059,1730,325,188
2020-11-22,2052,1704,323,192
2020-11-23,2067,1720,329,192
2020-11-24,2077,1774,327,198
2020-11-25,2081,1768,324,200
2020-11-26,2072,1773,343,203
2020-11-27,2061,1786,345,199
2020-11-28,2045,1771,358,208
2020-11-29,2047,1782,355,216
2020-11-30,2051,1771,352,210
2020-12-01,2073,1819,350,215
2020-12-02,2059,1803,345,216
2020-12-03,2079,1793,347,219
2020-12-04,2060,1773,340,214
2020-12-05,2052,1781,347,215
2020-12-06,2042,1750,345,215
2020-12-07,2052,1783,349,211
2020-12-08,2058,1810,360,212
2020-12-09,2063,1794,380,221
2020-12-10,2064,1793,377,224
2020-12-11,2054,1782,375,231
2020-12-12,2043,1786,393,231
2020-12-13,2037,1755,394,236
2020-12-14,2045,1757,397,236
2020-12-15,2044,1796,417,236
2020-12-16,2050,1773,424,250
2020-12-17,2052,1791,428,248
2020-12-18,2025,1747,426,246
2020-12-19,2003,1701,431,237
