Date,betten_ges,betten_belegt,faelle_covid_aktuell,faelle_covid_aktuell_beatmet
2021-02-06,749,580,149,78
2020-12-25,758,591,220,85
2021-03-02,758,609,91,59
2020-05-28,1090,614,12,3
2020-09-08,932,614,2,1
2020-06-17,1085,651,4,1
2021-01-07,786,676,240,114
2021-01-06,786,676,237,119
2020-11-05,819,615,64,34
2021-02-19,773,631,138,69
2020-06-21,896,509,2,1
2020-05-20,1087,611,23,11
2020-10-07,844,590,5,1
2020-04-29,1047,575,39,19
2020-08-10,946,618,5,1
2020-05-14,1039,584,28,12
2021-02-11,779,604,147,79
2020-09-06,932,593,1,0
2020-07-04,1091,611,4,1
2020-06-18,1086,657,3,0
2020-10-20,887,592,22,9
2021-02-13,769,614,144,77
2020-11-11,788,568,69,38
2021-01-13,765,649,236,108
2020-11-18,795,604,77,50
2020-10-31,811,569,41,17
2020-08-16,930,595,2,1
2020-12-19,760,612,173,74
2020-12-27,754,603,243,94
2020-11-28,766,584,89,46
2020-08-15,930,611,1,0
2020-08-08,942,602,4,1
2020-07-18,1107,650,2,1
2020-11-16,805,569,75,49
2021-03-29,746,602,125,70
2021-02-24,764,632,111,67
2020-04-26,1047,557,48,25
2021-01-09,788,660,234,103
2020-06-25,1105,671,5,1
2020-09-14,927,617,1,1
2021-02-03,764,613,164,74
2020-05-25,1087,586,17,7
2020-08-29,909,586,2,0
2020-12-08,755,607,108,54
2020-05-17,1075,595,21,10
2020-10-09,843,595,6,3
2020-10-24,881,611,31,10
2021-01-22,769,633,210,93
2020-09-15,928,636,0,0
2020-08-07,950,626,5,1
2020-12-26,749,584,230,88
2020-10-30,820,566,45,19
2021-01-28,762,622,182,84
2020-10-18,830,559,19,4
2021-02-01,766,584,175,78
2021-03-19,740,591,84,44
2020-08-31,918,583,1,0
2021-03-08,754,592,90,46
2020-10-25,869,588,31,8
2020-07-06,1092,621,4,2
2020-08-26,920,622,3,1
2020-12-12,754,577,129,55
2021-02-10,750,598,135,75
2020-11-09,793,554,61,38
2020-07-15,1108,651,3,1
2020-09-19,918,618,2,0
2020-12-11,755,591,125,54
2020-09-02,932,623,0,0
2020-11-03,801,597,70,26
2021-02-26,765,606,112,70
2020-06-15,1121,654,4,0
2020-09-23,923,605,0,0
2021-02-05,755,605,156,79
2020-12-20,754,613,175,63
2020-10-08,841,587,5,2
2020-08-18,933,629,7,0
2020-07-25,1068,626,1,0
2021-03-31,753,624,134,73
2020-05-08,1029,555,24,11
2020-07-03,1107,651,6,1
2020-07-02,1098,665,4,2
2020-07-12,1097,595,5,2
2021-01-20,767,639,216,106
2020-06-12,1124,667,3,0
2020-12-28,743,601,242,101
2020-05-03,1051,548,30,15
2021-01-01,738,597,234,124
2020-09-16,932,639,0,0
