Date,betten_ges,betten_belegt,faelle_covid_aktuell,faelle_covid_aktuell_beatmet
2020-04-24,7029,4386,531,398
2020-04-25,6985,4395,507,378
2020-04-26,6989,4294,505,376
2020-04-27,7002,4381,485,357
2020-04-28,7002,4433,477,349
2020-04-29,6976,4433,451,316
2020-04-30,6993,4479,432,305
2020-05-01,6969,4434,406,302
2020-05-02,7001,4389,398,290
2020-05-03,6963,4433,383,283
2020-05-04,6931,4392,376,270
2020-05-05,6921,4533,345,259
2020-05-06,6990,4599,349,257
2020-05-07,6934,4580,348,253
2020-05-08,6934,4596,339,239
2020-05-09,6882,4511,320,234
2020-05-10,6867,4449,319,229
2020-05-11,6882,4491,321,224
2020-05-12,7203,4838,294,208
2020-05-13,6925,4653,276,199
2020-05-14,6950,4608,267,183
2020-05-15,6955,4639,236,168
2020-05-16,6895,4559,214,158
2020-05-17,6896,4461,213,152
2020-05-18,6923,4473,207,142
2020-05-19,6822,4591,206,135
2020-05-20,6885,4670,186,124
2020-05-21,6895,4705,181,119
2020-05-22,6887,4597,173,114
2020-05-23,6868,4647,163,114
2020-05-24,6872,4546,160,112
2020-05-25,6882,4532,157,107
2020-05-26,6898,4632,142,100
2020-05-27,6912,4730,134,88
2020-05-28,6905,4799,133,87
2020-05-29,6889,4716,135,85
2020-05-30,6900,4773,143,80
2020-05-31,6842,4624,136,78
2020-06-01,6832,4588,129,73
2020-06-02,6806,4618,119,71
2020-06-03,6871,4729,115,68
2020-06-04,6851,4759,111,63
2020-06-05,6843,4788,103,66
2020-06-06,6880,4800,104,65
2020-06-07,6864,4716,101,66
2020-06-08,6862,4657,95,65
2020-06-09,6868,4810,86,61
2020-06-10,6889,4827,80,51
2020-06-11,6850,4794,82,51
2020-06-12,6856,4602,80,50
2020-06-13,6841,4681,80,46
2020-06-14,6824,4596,82,45
2020-06-15,6833,4621,80,44
2020-06-16,6853,4752,74,45
2020-06-17,6834,4753,78,48
2020-06-18,6851,4792,76,44
2020-06-19,6860,4850,72,41
2020-06-20,6825,4785,69,37
2020-06-21,6853,4690,68,37
2020-06-22,6905,4711,78,41
2020-06-23,6913,4783,79,40
2020-06-24,6990,4899,80,42
2020-06-25,6998,4859,82,47
2020-06-26,6997,4885,83,46
2020-06-27,7067,4888,82,48
2020-06-28,7042,4772,81,51
2020-06-29,7070,4834,78,49
2020-06-30,7085,4936,77,46
2020-07-01,7122,4999,70,45
2020-07-02,7103,4977,79,42
2020-07-03,7074,4904,79,43
2020-07-04,6996,4795,77,43
2020-07-05,7024,4690,75,40
2020-07-06,7039,4729,72,40
2020-07-07,7086,4803,71,41
2020-07-08,7048,4820,78,42
2020-07-09,7031,4855,70,41
2020-07-10,7018,4863,70,36
2020-07-11,7028,4847,68,36
2020-07-12,6990,4745,69,34
2020-07-13,7028,4724,68,38
2020-07-14,7063,4819,65,39
2020-07-15,7039,4885,59,36
2020-07-16,7084,4948,59,35
2020-07-17,7082,4940,63,33
2020-07-18,7071,4836,64,32
2020-07-19,7052,4745,65,32
2020-07-20,7101,4797,60,32
2020-07-21,7088,4897,66,32
2020-07-22,7110,4923,64,32
2020-07-23,7147,4889,56,35
2020-07-24,7087,4910,59,31
2020-07-25,7108,4891,59,32
2020-07-26,7148,4889,67,33
2020-07-27,7174,4914,64,36
2020-07-28,7276,5021,63,36
2020-07-29,7281,5003,69,38
2020-07-30,7263,5001,70,37
2020-07-31,7283,5008,69,33
2020-08-01,7202,5014,76,33
2020-08-02,7228,4996,83,41
2020-08-03,7244,4928,74,39
2020-08-04,7125,5151,77,39
2020-08-05,7072,5074,72,39
2020-08-06,7073,5062,72,35
2020-08-07,7086,5133,70,37
2020-08-08,7052,5147,71,36
2020-08-09,7041,5057,69,35
2020-08-10,6976,5016,71,36
2020-08-11,7004,5119,76,41
2020-08-12,7036,5161,74,45
2020-08-13,6986,5164,82,46
2020-08-14,7039,5183,79,44
2020-08-15,6998,5115,73,43
2020-08-16,6992,4993,75,46
2020-08-17,7079,5031,83,48
2020-08-18,7096,5165,86,50
2020-08-19,7117,5180,86,55
2020-08-20,7111,5157,79,51
2020-08-21,7094,5146,83,57
2020-08-22,7072,5144,85,56
2020-08-23,7050,5048,91,54
2020-08-24,7061,4976,86,51
2020-08-25,7092,5112,81,50
2020-08-26,7094,5150,83,50
2020-08-27,7097,5072,80,49
2020-08-28,7076,5078,80,51
2020-08-29,7027,5060,75,51
2020-08-30,7013,4961,78,50
2020-08-31,7068,5030,78,50
2020-09-01,7083,5130,81,51
2020-09-02,7096,5191,82,50
2020-09-03,7091,5126,84,52
2020-09-04,7094,5126,74,51
2020-09-05,7064,5132,70,48
2020-09-06,7044,5046,70,48
2020-09-07,7063,4967,77,52
2020-09-08,7073,5141,78,52
2020-09-09,7049,5132,83,55
2020-09-10,7091,5153,88,54
2020-09-11,7095,5187,82,47
2020-09-12,7039,5081,81,45
2020-09-13,7048,5044,80,44
2020-09-14,7083,5005,71,40
2020-09-15,7115,5131,67,40
2020-09-16,7186,5209,65,41
2020-09-17,7226,5278,70,43
2020-09-18,7200,5238,72,44
2020-09-19,7161,5141,80,45
2020-09-20,7159,5056,83,46
2020-09-21,7158,5062,86,47
2020-09-22,7167,5161,85,47
2020-09-23,7175,5189,89,51
2020-09-24,7176,5174,87,52
2020-09-25,7192,5239,84,54
2020-09-26,7164,5126,83,52
2020-09-27,7149,5030,88,56
2020-09-28,7203,5076,92,58
2020-09-29,7216,5225,91,59
2020-09-30,7223,5230,94,58
2020-10-01,7205,5214,94,57
2020-10-02,7186,5224,98,59
2020-10-03,7147,5201,109,60
2020-10-04,7141,5121,115,61
2020-10-05,7171,5062,128,59
2020-10-06,7167,5202,131,67
2020-10-07,7149,5304,141,75
2020-10-08,7115,5267,157,77
2020-10-09,7135,5305,168,81
2020-10-10,7141,5300,175,87
2020-10-11,7110,5153,174,84
2020-10-12,7156,5133,191,82
2020-10-13,7148,5185,198,97
2020-10-14,7133,5186,185,98
2020-10-15,7160,5184,195,95
2020-10-16,7148,5174,202,96
2020-10-17,7112,5101,209,97
2020-10-18,7099,5015,226,96
2020-10-19,7144,5073,245,108
2020-10-20,7137,5179,255,111
2020-10-21,7031,5169,256,113
2020-10-22,6891,5174,279,123
2020-10-23,6843,5244,295,133
2020-10-24,6806,5126,321,157
2020-10-25,6809,5074,353,166
2020-10-26,6875,5138,374,188
2020-10-27,6877,5269,411,209
2020-10-28,6896,5321,435,221
2020-10-29,6891,5344,471,245
2020-10-30,6877,5369,526,282
2020-10-31,6835,5265,580,319
2020-11-01,6818,5160,590,329
2020-11-02,6827,5162,639,350
2020-11-03,6803,5312,689,380
2020-11-04,6788,5365,735,420
2020-11-05,6757,5321,747,447
2020-11-06,6682,5282,785,461
2020-11-07,6631,5221,813,481
2020-11-08,6627,5150,805,508
2020-11-09,6673,5198,826,521
2020-11-10,6667,5303,842,529
2020-11-11,6677,5306,850,533
2020-11-12,6672,5328,860,517
2020-11-13,6624,5365,893,530
2020-11-14,6576,5257,877,523
2020-11-15,6576,5200,897,537
2020-11-16,6598,5248,920,544
2020-11-17,6623,5327,927,552
2020-11-18,6620,5372,935,549
2020-11-19,6612,5372,951,568
2020-11-20,6611,5367,934,559
2020-11-21,6567,5270,958,561
2020-11-22,6587,5253,974,576
2020-11-23,6561,5266,981,573
2020-11-24,6574,5388,978,585
2020-11-25,6567,5421,963,586
2020-11-26,6546,5432,964,609
2020-11-27,6532,5393,955,594
2020-11-28,6514,5301,961,594
2020-11-29,6488,5241,963,579
2020-11-30,6520,5213,966,575
2020-12-01,6532,5294,958,577
2020-12-02,6530,5377,955,578
2020-12-03,6523,5320,948,579
2020-12-04,6523,5396,932,572
2020-12-05,6471,5370,941,591
2020-12-06,6474,5297,965,596
2020-12-07,6472,5333,975,619
2020-12-08,6492,5412,972,630
2020-12-09,6516,5479,975,617
2020-12-10,6501,5508,992,612
2020-12-11,6459,5497,1007,606
2020-12-12,6447,5415,1027,624
2020-12-13,6427,5327,1046,650
2020-12-14,6446,5420,1057,632
2020-12-15,6453,5450,1067,628
2020-12-16,6437,5435,1062,632
2020-12-17,6455,5405,1066,626
2020-12-18,6442,5482,1072,572
2020-12-19,6406,5395,1049,571
2020-12-20,6378,5317,1074,586
2020-12-21,6450,5399,1119,590
2020-12-22,6419,5377,1124,612
2020-12-23,6402,5384,1113,622
2020-12-24,6370,5289,1126,625
2020-12-25,6361,5245,1112,630
2020-12-26,6354,5252,1157,646
2020-12-27,6363,5266,1152,650
2020-12-28,6423,5362,1146,645
2020-12-29,6446,5404,1147,659
2020-12-30,6419,5400,1160,635
2020-12-31,6384,5342,1166,638
2021-01-01,6361,5314,1153,642
2021-01-02,6374,5361,1160,640
2021-01-03,6370,5343,1171,652
2021-01-04,6386,5334,1146,640
2021-01-05,6403,5388,1117,635
2021-01-06,6411,5426,1084,614
2021-01-07,6423,5449,1042,611
2021-01-08,6424,5495,1041,597
2021-01-09,6397,5441,1026,601
2021-01-10,6387,5345,1012,599
2021-01-11,6422,5454,1009,586
2021-01-12,6428,5461,979,563
2021-01-13,6423,5485,988,568
2021-01-14,6446,5507,967,544
2021-01-15,6439,5473,943,552
2021-01-16,6434,5441,921,527
2021-01-17,6438,5364,908,529
2021-01-18,6467,5437,919,542
2021-01-19,6474,5547,909,518
2021-01-20,6481,5559,870,501
2021-01-21,6487,5606,878,503
2021-01-22,6484,5613,870,487
2021-01-23,6430,5544,851,463
2021-01-24,6437,5438,836,466
2021-01-25,6446,5404,826,472
2021-01-26,6465,5484,823,455
2021-01-27,6458,5561,814,456
2021-01-28,6485,5537,803,454
2021-01-29,6463,5532,802,437
2021-01-30,6448,5462,818,432
2021-01-31,6454,5393,801,424
2021-02-01,6476,5476,807,439
2021-02-02,6494,5557,805,436
2021-02-03,6502,5608,796,430
2021-02-04,6494,5550,791,428
2021-02-05,6475,5536,789,432
2021-02-06,6456,5519,766,434
2021-02-07,6460,5381,772,419
2021-02-08,6460,5426,781,416
2021-02-09,6487,5505,728,394
2021-02-10,6481,5478,725,401
2021-02-11,6470,5453,721,410
2021-02-12,6466,5452,689,402
2021-02-13,6428,5426,690,375
2021-02-14,6386,5329,684,381
2021-02-15,6406,5372,671,390
2021-02-16,6430,5483,665,381
2021-02-17,6437,5494,633,375
2021-02-18,6453,5441,624,374
