Date,betten_ges,betten_belegt,faelle_covid_aktuell,faelle_covid_aktuell_beatmet
2020-05-19,653,365,17,8
2021-01-04,501,409,88,37
2020-12-29,498,427,97,42
2020-12-13,490,387,68,24
2021-02-27,500,410,46,26
2021-03-06,508,401,43,22
2020-12-18,505,415,80,26
2020-08-06,566,361,3,1
2020-11-22,497,377,67,17
2021-01-01,490,372,68,38
2021-01-23,518,439,90,37
2020-12-25,471,368,82,36
2021-01-19,521,444,95,42
2020-10-27,530,365,33,11
2020-05-03,654,330,34,25
2021-01-10,492,391,80,32
2020-09-14,572,328,4,3
2021-01-07,509,435,76,33
2021-03-27,489,405,47,21
2021-03-08,508,423,46,21
2020-08-15,566,379,3,2
2020-05-04,654,328,34,21
2020-08-30,564,374,5,4
2021-05-12,492,422,61,31
2021-02-19,509,422,52,26
2020-09-22,567,391,2,2
2020-09-16,566,376,3,1
2021-03-30,505,427,53,22
2020-06-12,641,356,8,2
2021-01-05,511,411,86,36
2020-11-07,533,362,50,17
2020-07-24,643,411,1,0
2021-05-24,479,369,39,25
2020-07-11,671,419,3,0
2021-02-17,512,433,58,30
2020-06-10,658,398,7,2
2020-10-21,556,377,21,7
2021-05-02,489,412,67,32
2020-08-22,564,378,3,3
2020-11-02,530,346,47,14
2021-01-30,511,421,85,35
2020-07-15,659,406,1,0
2020-12-07,484,405,61,23
2020-12-09,496,438,60,16
2020-12-26,475,374,84,36
2020-06-04,648,394,8,3
2020-11-14,526,359,60,19
2021-05-03,497,428,73,29
2020-06-28,655,389,3,1
2021-04-23,497,418,76,35
2020-09-25,566,398,2,2
2020-05-06,626,358,35,21
2020-06-26,666,410,4,1
2020-07-02,662,403,3,1
2020-06-08,652,369,7,2
2020-09-17,567,379,2,2
2020-08-16,566,362,3,2
2020-08-26,564,373,4,3
2020-10-22,541,382,28,6
2020-09-24,567,399,3,2
2020-11-20,560,400,62,18
2020-09-27,565,384,1,1
2020-07-23,641,396,0,0
2021-04-02,502,399,47,25
2021-02-24,508,423,49,32
2020-05-22,660,387,15,5
2020-09-05,564,374,4,2
2020-09-26,565,388,1,1
2020-10-13,566,367,9,4
2020-12-15,502,433,73,25
2021-02-16,516,432,60,31
2020-09-09,562,376,3,2
2020-04-30,676,349,43,30
2021-03-15,506,409,37,17
2021-05-05,496,438,67,34
2021-03-23,502,428,47,21
2020-10-05,566,381,4,2
2020-11-03,529,357,51,15
2020-11-12,530,364,66,20
2020-10-29,533,365,38,14
2021-04-28,497,432,73,31
2020-12-30,498,407,91,42
2020-08-28,565,392,5,4
2020-06-11,640,376,7,2
2021-02-02,513,443,93,44
2020-12-22,501,417,85,31
2020-06-18,655,404,5,2
2020-11-17,529,368,66,21
2021-05-23,481,379,41,25
2020-06-02,664,373,10,3
2021-02-15,516,419,59,35
2021-02-06,517,426,78,42
2020-07-18,652,409,0,0
2021-03-12,505,431,43,20
2020-11-29,496,377,66,24
2020-08-23,564,370,3,3
2020-07-07,659,398,4,0
2020-08-10,570,357,3,2
2021-03-21,506,419,54,20
2020-11-13,524,366,62,19
2020-12-10,497,423,64,17
2020-07-26,621,368,0,0
2020-05-29,655,376,7,2
2020-12-06,497,383,71,24
2021-03-26,495,421,47,19
2020-10-11,566,368,8,4
2020-10-20,566,356,22,7
2020-07-14,659,394,3,0
2020-07-05,653,396,4,1
2021-02-23,512,428,52,32
2020-08-12,569,399,3,2
2020-06-09,657,396,8,2
2020-10-02,566,388,3,1
2020-05-15,643,368,20,10
2020-12-19,502,380,75,30
2020-05-18,637,360,16,7
2020-10-19,565,361,18,6
2020-10-10,566,383,8,2
2020-05-30,653,381,6,4
2020-10-23,540,376,30,10
2020-09-10,562,387,3,3
2021-03-20,504,432,53,20
2020-07-29,637,386,0,0
2020-10-31,532,372,36,14
2021-04-01,503,415,51,26
2021-01-15,517,418,92,41
2020-09-03,564,389,6,3
2020-05-25,653,348,13,3
2021-02-01,513,438,87,36
2021-05-19,493,413,56,28
2020-09-20,566,371,2,2
2020-11-04,530,350,52,15
2020-09-21,566,359,2,2
2020-08-03,644,355,2,0
2020-05-11,616,342,24,14
2021-03-09,509,414,46,22
2020-09-15,567,358,3,3
2020-07-20,653,386,0,0
2021-04-07,500,422,63,30
2020-05-14,661,377,34,15
2020-12-28,484,410,96,41
2020-07-31,638,392,0,0
2020-07-17,652,409,3,0
2020-07-13,658,379,3,0
2020-11-18,547,394,61,17
2021-03-28,489,400,48,23
2021-02-21,506,395,57,30
2020-06-15,640,363,6,2
2020-10-28,532,354,31,11
2021-02-12,515,447,65,36
2021-03-25,503,424,45,21
2020-12-21,504,423,89,32
2021-01-31,510,410,82,36
2020-11-25,502,421,59,22
2020-06-22,554,316,6,3
2020-09-19,566,377,2,2
2020-12-12,491,399,71,21
2021-05-14,486,421,68,35
2020-12-01,498,421,70,22
2020-06-01,663,371,9,5
2020-06-30,656,389,4,2
2021-04-25,493,409,72,32
2020-09-01,564,370,5,4
2020-10-14,566,364,9,4
2020-10-07,566,400,6,2
2020-05-09,510,285,12,10
2020-08-25,564,379,3,3
2021-01-02,488,371,64,37
2020-09-13,567,359,4,3
2021-03-29,496,413,50,23
2020-10-09,567,397,7,2
2021-02-18,509,424,53,26
2020-05-07,643,362,28,20
2020-05-20,653,376,14,7
2021-01-28,517,436,83,35
2021-02-13,515,433,63,34
2020-11-24,501,401,64,22
2021-02-04,526,461,87,41
2020-10-17,565,374,18,6
2020-11-01,532,356,31,13
2021-05-22,484,382,44,25
2021-05-17,487,405,67,31
2020-09-06,564,357,3,2
2020-05-26,657,358,8,5
2020-07-10,658,405,3,0
2020-10-06,566,399,5,2
2020-09-30,566,395,3,1
2021-04-04,501,378,50,29
2021-03-19,504,436,51,18
2021-04-03,500,389,48,26
2021-05-04,496,439,70,29
2020-08-31,564,358,5,4
2021-01-09,497,402,79,32
2020-08-14,568,367,3,2
2020-06-21,617,358,5,3
2020-07-27,627,355,0,0
2020-12-16,506,418,73,26
2021-01-22,517,439,94,38
2020-08-11,570,377,3,2
2020-11-16,527,341,68,25
2020-08-05,571,366,3,1
2020-09-23,567,401,3,2
2020-08-27,564,383,5,4
2021-01-26,516,439,83,37
2021-05-13,490,421,64,32
2021-01-18,520,420,96,45
2021-05-07,494,427,68,35
2020-05-21,653,392,14,6
2021-01-11,508,415,78,34
2020-06-20,625,375,5,3
2020-10-18,564,369,20,6
2020-10-16,566,370,17,5
2020-11-27,502,417,62,21
2020-07-28,638,361,0,0
2021-03-31,496,418,53,26
2020-11-19,561,397,65,19
2021-05-01,492,418,68,29
2021-05-21,487,396,47,24
2020-05-16,643,378,18,11
2020-07-01,661,424,4,2
2020-05-28,656,373,7,2
2021-03-13,503,400,38,17
2021-05-20,491,416,55,27
2020-12-08,492,425,68,19
2021-03-17,505,430,44,16
2020-09-11,562,371,3,2
2021-04-19,499,408,68,31
2021-04-06,500,418,64,28
2021-01-21,514,442,93,42
2020-06-06,659,383,8,4
2021-01-14,519,419,91,43
2020-09-29,566,388,2,2
2020-06-05,657,404,7,3
2020-10-30,533,371,40,15
2020-11-08,537,343,51,26
2020-06-24,557,346,6,2
2020-09-12,567,375,3,2
2021-04-29,495,419,68,31
2021-01-13,512,424,83,42
2021-03-03,512,411,47,24
2020-11-15,526,348,65,21
2021-03-18,506,425,48,16
2020-07-03,662,416,4,1
2020-12-17,506,417,72,28
2020-06-25,663,401,7,1
2020-12-05,497,389,70,24
2020-11-06,533,363,52,16
2020-10-03,566,393,3,1
2021-01-24,517,420,90,35
2021-04-05,500,394,61,28
2020-09-07,564,350,3,2
2021-03-02,513,415,52,24
2020-12-11,501,435,74,18
2021-03-01,513,414,51,24
2020-07-22,641,391,0,0
2020-04-29,696,349,49,29
2020-05-10,721,454,23,16
2020-10-12,566,362,11,5
2021-04-27,499,426,76,36
2021-01-29,516,441,89,34
2020-07-06,658,382,4,0
2021-05-16,482,383,66,35
2020-06-16,638,381,6,1
2020-06-03,659,375,7,3
2020-10-15,566,365,14,4
2020-08-19,564,380,4,2
2020-10-25,528,357,28,8
2020-05-08,650,357,24,19
2021-01-03,487,378,78,35
2021-02-03,517,451,90,43
2021-01-20,522,446,100,44
2021-03-10,507,421,44,20
2020-06-07,660,387,7,3
2021-05-09,492,405,68,36
2020-12-20,498,377,77,29
2020-08-20,563,386,4,3
2020-10-04,565,370,4,2
2021-01-06,508,424,81,34
2021-02-09,521,437,80,41
2021-03-11,504,419,48,19
2021-05-25,492,400,45,26
2021-04-08,499,420,63,27
2021-01-12,511,412,78,35
2021-01-25,519,421,87,38
2020-08-21,564,386,3,3
2020-08-04,562,355,1,0
2021-03-14,503,391,40,18
2021-01-08,507,430,72,32
2020-11-28,498,383,67,24
2020-11-05,531,354,51,14
2020-12-31,492,382,86,38
2020-06-14,646,372,6,2
2020-08-09,571,360,3,2
2020-09-28,565,366,1,1
2021-02-20,507,403,55,25
2021-04-16,494,430,72,31
2020-12-27,478,397,90,39
2020-08-18,564,374,3,2
2021-03-22,505,432,51,20
2020-07-16,657,400,2,0
2020-04-28,679,342,46,27
2021-05-08,495,419,69,35
2021-01-27,517,450,80,37
2020-05-17,650,381,17,10
2021-02-10,515,430,65,36
2021-02-08,517,431,84,42
2020-12-14,496,429,69,26
2020-09-08,564,379,3,2
2020-07-25,638,383,0,0
2020-05-31,652,365,6,4
2020-07-19,658,403,0,0
2020-06-19,639,406,6,3
2021-03-04,511,417,45,22
2020-12-04,499,416,73,28
2021-04-20,498,422,71,29
2021-01-17,519,417,99,45
2021-02-22,511,420,55,30
2021-02-07,516,414,82,42
2021-05-18,494,411,64,33
2020-12-02,496,399,74,26
2020-05-23,650,355,12,3
2020-06-13,643,363,5,2
2020-07-08,658,412,5,0
2020-07-21,651,394,0,0
2020-05-24,648,346,13,3
2020-06-29,653,369,3,1
2021-03-07,506,398,43,22
2020-12-23,486,411,86,33
2021-03-24,500,437,43,19
2020-08-07,571,375,2,1
2021-01-16,522,420,97,42
2020-08-24,564,357,3,3
2020-05-02,662,342,35,26
2020-04-27,648,317,46,26
2020-08-17,566,359,3,2
2020-05-27,660,379,7,3
2020-05-01,626,324,40,28
2021-02-05,519,440,82,38
2020-10-24,537,362,28,9
2020-11-23,503,380,61,22
2020-06-17,648,406,7,2
2020-09-02,564,372,5,4
2020-12-24,477,380,84,36
2020-08-08,571,371,2,1
2020-11-30,487,406,64,22
2021-04-30,495,426,66,28
2021-02-14,503,395,59,33
2021-05-10,493,431,69,35
2020-06-27,662,412,4,1
2020-10-08,566,401,7,3
2021-04-21,500,421,73,33
2020-06-23,554,340,6,3
2020-05-13,635,364,25,17
2021-02-25,510,430,45,28
2020-09-04,564,383,6,3
2021-02-28,501,408,46,26
2020-09-18,566,374,2,2
2020-11-11,530,368,60,18
2020-07-30,639,381,0,0
2020-11-09,528,349,60,21
2020-04-26,647,312,49,27
2021-03-05,508,412,41,22
2020-12-03,498,405,75,26
2020-10-01,567,388,3,1
2021-03-16,504,434,38,16
2020-05-05,642,334,31,20
2020-08-02,616,358,0,0
2021-02-11,514,423,61,33
2020-07-09,657,405,3,0
2020-07-12,656,395,3,0
2021-05-06,495,439,69,36
2021-04-17,493,402,66,28
2020-05-12,591,338,26,13
2020-11-21,511,392,60,17
2021-02-26,506,430,45,28
2021-04-24,494,419,71,33
2020-11-26,502,424,61,21
2020-08-13,569,368,3,2
2021-04-18,490,395,66,28
2021-04-22,499,430,73,32
2021-05-15,485,395,65,35
2020-11-10,529,370,60,22
2020-08-29,564,394,5,4
2020-10-26,529,344,25,9
2021-04-26,500,402,77,33
2020-07-04,656,409,4,1
2020-08-01,641,379,0,0
2021-05-11,496,440,63,34
