Date,betten_ges,betten_belegt,faelle_covid_aktuell,faelle_covid_aktuell_beatmet
2021-02-06,679,559,78,44
2020-12-25,644,488,115,73
2021-03-02,688,558,82,51
2020-05-28,986,588,21,18
2020-09-08,876,593,7,5
2020-06-17,971,587,13,12
2021-01-07,670,545,107,65
2021-01-06,670,538,109,68
2020-11-05,758,594,57,36
2021-02-19,689,563,78,38
2020-06-21,839,504,11,10
2020-05-20,937,568,38,26
2020-10-07,831,594,12,6
2020-04-29,978,562,79,67
2020-08-10,879,571,10,7
2020-05-14,982,593,46,38
2021-02-11,689,541,70,38
2020-09-06,875,558,8,5
2020-07-04,957,571,8,6
2020-06-18,968,562,13,11
2020-10-20,831,552,25,12
2021-02-13,688,547,62,35
2020-11-11,741,595,76,41
2021-01-13,675,552,99,62
2020-11-18,721,593,80,52
2020-10-31,807,566,43,24
2020-08-16,853,571,9,8
2020-12-19,673,551,105,57
2020-12-27,649,505,115,74
2020-11-28,703,565,83,55
2020-08-15,853,588,11,8
2020-08-08,882,592,11,7
2020-07-18,942,620,10,6
2020-11-16,728,582,86,52
2021-03-29,666,541,91,56
2021-02-24,689,584,90,54
2020-04-26,894,528,80,64
2021-01-09,673,561,110,72
2020-06-25,942,571,12,8
2020-09-14,842,541,10,5
2021-02-03,685,581,78,47
2020-05-25,980,566,25,21
2020-08-29,874,594,8,6
2020-12-08,683,565,96,63
2020-05-17,985,602,42,33
2020-10-09,831,589,14,8
2020-10-24,822,584,28,8
2021-01-22,675,572,101,61
2020-09-15,822,597,12,6
2020-08-07,882,623,13,8
2020-12-26,647,507,113,71
2020-10-30,807,578,41,24
2021-01-28,679,550,84,54
2020-10-18,831,560,22,14
2021-02-01,667,543,88,55
2021-03-19,690,575,89,60
2020-08-31,873,546,7,5
2021-03-08,679,547,95,48
2020-10-25,823,551,27,11
2020-07-06,954,546,8,6
2020-08-26,875,590,10,6
2020-12-12,676,555,91,58
2021-02-10,693,553,68,36
2020-11-09,736,566,72,39
2020-07-15,941,598,9,6
2020-09-19,831,596,12,8
2020-12-11,678,559,97,63
2020-09-02,875,575,7,5
2020-11-03,795,584,52,30
2021-02-26,683,580,85,54
2020-06-15,942,553,13,11
2020-09-23,833,608,15,8
2021-02-05,682,559,75,45
2020-12-20,642,520,105,59
2020-10-08,831,597,13,6
2020-08-18,854,597,10,8
2020-07-25,986,616,7,4
2021-03-31,687,568,89,59
2020-05-08,840,562,64,53
2020-07-03,964,581,9,6
2020-07-02,975,587,9,6
2020-07-12,966,575,8,6
2021-01-20,675,563,104,63
2020-06-12,971,592,16,14
2020-12-28,648,510,115,74
2020-05-03,861,534,72,62
2021-01-01,639,511,113,71
2020-09-16,824,600,12,6
2020-05-06,883,559,68,54
2020-09-05,875,571,8,5
2020-07-20,945,578,11,6
2020-08-06,882,624,11,8
2020-06-05,966,580,19,16
2020-06-14,946,574,14,11
2021-02-28,677,555,84,48
2020-08-09,882,563,10,7
2020-07-01,975,594,8,6
2020-11-12,730,571,71,40
2020-07-11,966,601,8,6
2020-10-27,830,579,34,15
2020-12-18,674,548,104,53
2020-06-26,943,577,9,8
2020-11-29,705,540,80,55
2020-11-26,719,571,79,54
2021-02-14,676,543,67,38
2020-11-30,708,541,88,57
2020-10-16,831,600,21,11
2021-03-16,693,570,100,59
2020-10-28,809,577,37,17
2021-01-25,670,536,99,60
2020-09-04,875,580,8,5
2021-01-19,678,555,92,56
2020-11-08,741,574,68,32
2020-11-27,709,565,81,52
2021-03-09,689,557,92,50
2020-11-15,723,573,79,45
2021-03-18,696,581,92,59
2020-06-04,970,586,19,16
2020-05-16,970,613,42,34
2021-01-16,669,533,93,54
2020-11-20,718,586,86,58
2020-07-17,942,626,10,6
2020-07-26,987,591,8,4
2020-11-14,726,591,79,46
2021-01-02,639,518,119,72
2020-07-30,989,624,9,5
2020-12-16,687,566,95,50
2021-03-24,691,584,83,56
2020-10-22,831,587,30,12
2020-08-27,873,580,9,6
2021-02-27,683,574,81,47
2021-02-17,689,568,82,42
2021-03-22,674,546,86,52
2020-12-07,678,537,92,62
2020-07-09,979,588,7,5
2020-06-24,755,468,11,9
2020-10-19,831,555,21,13
2020-12-01,710,594,90,58
2020-10-10,831,575,15,8
2021-01-12,673,552,100,64
2020-11-10,741,566,73,43
2020-10-03,831,598,12,6
2020-12-17,676,558,104,53
2020-08-03,1001,604,9,7
2020-07-24,983,612,8,4
2020-09-29,838,589,17,11
2021-03-25,682,572,86,55
2020-05-19,980,578,44,30
2020-08-05,898,619,10,8
2021-03-21,681,533,94,61
2020-07-19,941,582,11,6
2021-04-05,657,531,94,59
2020-06-22,822,482,11,10
2020-11-13,728,582,77,42
2020-05-11,875,527,58,49
2020-06-03,949,564,20,18
2020-07-21,965,598,11,5
2020-06-29,969,571,8,8
2021-04-02,679,578,93,54
2020-11-07,740,586,63,32
2020-06-09,977,587,19,16
2020-08-20,853,601,10,7
2021-01-17,659,511,95,55
2021-01-03,643,516,116,70
2020-12-21,658,539,105,66
2021-01-11,663,530,103,68
2020-10-17,831,578,21,14
2021-01-24,664,545,97,57
2021-04-01,680,588,91,54
2020-09-10,875,594,8,5
2020-09-24,835,619,14,7
2020-11-23,718,551,93,53
2020-10-29,811,573,38,18
2021-02-23,690,569,91,52
2021-01-29,674,557,88,55
2020-11-19,721,582,84,56
2020-12-30,641,508,114,72
2021-02-25,685,586,88,52
2020-06-28,948,547,8,8
2021-04-04,662,542,95,54
2020-07-27,977,560,8,4
2021-02-21,683,569,73,38
2020-11-01,806,562,45,27
2020-12-15,686,546,97,51
2020-07-07,970,574,7,6
2021-03-17,694,572,94,58
2020-11-02,796,569,49,30
2020-07-29,1004,627,9,4
2020-06-20,864,533,11,10
2020-09-17,828,607,12,7
2021-02-08,674,538,81,47
2020-08-21,875,605,11,8
2021-03-20,691,569,87,57
2020-10-02,831,613,14,6
2020-09-18,833,607,12,7
2020-08-19,853,594,10,7
2020-06-06,939,556,19,16
2020-08-22,875,597,11,8
2020-10-23,829,583,31,11
2020-09-11,872,589,9,5
2020-10-06,831,575,14,5
2020-07-28,988,619,8,4
2020-06-30,969,585,8,7
2020-08-04,756,526,9,7
2020-12-02,709,591,85,57
2021-02-12,691,542,71,40
2020-08-30,873,538,7,5
2020-08-01,995,617,9,6
2021-03-01,681,540,87,50
2021-03-13,691,583,103,60
2020-07-16,945,603,9,6
2020-05-26,981,568,22,18
2020-05-13,888,546,50,41
2020-10-15,831,586,19,11
2020-09-22,833,588,14,9
2020-12-31,639,507,114,73
2020-05-01,884,562,80,66
2020-06-11,966,578,18,16
2020-05-30,988,599,21,19
2020-08-23,853,562,11,6
2020-05-05,870,529,68,55
2020-06-13,965,596,15,12
2020-09-21,833,575,13,9
2021-01-27,681,556,93,59
2021-03-12,686,574,102,57
2020-11-22,710,547,86,54
2021-01-08,673,560,106,72
2020-06-07,928,524,19,16
2020-06-01,941,562,22,19
2020-04-27,919,520,82,69
2020-05-04,854,514,70,58
2020-12-29,644,523,110,67
2020-12-13,677,540,90,54
2021-01-31,667,538,84,52
2020-12-14,679,538,94,54
2020-05-22,972,600,32,25
2021-01-18,659,530,97,54
2021-02-22,676,542,76,42
2021-02-15,679,556,76,40
2021-01-23,675,559,93,61
2020-12-03,705,587,88,55
2020-08-24,875,579,11,6
2020-12-06,702,567,94,62
2020-12-04,699,591,94,59
2021-01-04,654,532,119,69
2020-12-05,701,592,95,58
2020-05-10,878,561,65,52
2020-05-21,980,612,34,26
2020-10-21,831,574,27,12
2020-07-10,974,579,7,6
2020-06-16,977,557,13,11
2020-05-02,882,541,74,60
2020-10-04,832,568,14,6
2021-01-21,674,558,105,62
2020-08-13,853,618,9,7
2021-01-26,683,556,95,60
2020-08-25,875,607,11,6
2020-07-23,986,601,9,5
2020-09-03,877,575,6,5
2021-03-04,685,573,88,49
2020-07-08,976,579,7,6
2020-09-07,876,561,7,5
2020-10-14,831,595,19,9
2021-01-05,666,542,112,69
2021-02-16,694,564,80,41
2020-10-01,831,597,18,8
2021-03-07,661,542,95,50
2021-04-03,668,559,96,53
2020-05-29,981,592,22,19
2020-06-10,970,603,18,16
2020-07-31,986,617,9,5
2020-10-11,829,558,15,7
2021-01-10,661,519,106,68
2020-10-26,827,550,29,11
2020-05-07,886,556,64,53
2020-11-25,721,558,80,52
2020-09-25,835,626,14,7
2020-07-05,951,547,9,6
2021-03-27,680,564,87,53
2020-06-08,952,549,19,16
2020-09-27,815,561,17,9
2021-02-09,694,543,74,42
2020-08-14,848,613,11,8
2020-05-31,971,547,22,19
2020-04-28,956,533,81,70
2020-07-22,986,613,11,5
2020-12-22,659,525,103,66
2020-11-06,743,596,59,33
2021-01-14,675,548,94,61
2021-02-04,685,569,76,46
2020-04-30,968,576,81,66
2021-03-10,697,589,99,48
2020-10-13,831,578,17,9
2020-09-01,873,572,7,5
2020-11-21,717,579,85,58
2021-02-07,669,536,75,45
2020-09-28,838,568,17,10
2020-05-09,884,561,60,51
2020-05-18,978,565,41,32
2020-08-02,1001,611,9,6
2020-05-24,958,543,26,22
2021-03-14,672,558,102,61
2020-06-19,957,575,13,11
2020-06-02,936,540,21,19
2021-03-28,677,553,88,52
2020-08-11,879,616,10,7
2020-07-14,931,601,11,6
2020-06-27,960,594,8,8
2021-02-02,672,550,83,50
2020-11-24,726,574,89,52
2021-03-30,685,560,93,56
2020-12-23,659,525,102,65
2021-02-18,688,564,80,42
2020-09-30,838,598,17,10
2020-05-27,985,581,21,18
2021-03-11,694,596,101,53
2020-11-17,725,585,85,56
2020-11-04,800,581,53,29
2020-05-12,888,545,56,44
2020-06-23,808,496,12,9
2020-12-09,679,550,91,61
2020-09-13,850,563,10,5
2021-01-15,668,533,90,57
2020-07-13,940,554,10,6
2020-12-10,681,550,94,61
2021-03-06,690,595,92,50
2021-01-30,677,561,85,52
2020-09-09,876,595,7,5
2020-05-23,966,570,27,22
2021-03-26,679,581,87,56
2020-09-12,872,580,9,5
2020-05-15,969,597,43,35
2020-08-28,873,581,8,6
2020-10-05,831,567,12,5
2021-03-23,690,561,86,58
2020-08-17,855,567,10,8
2020-10-12,831,566,18,7
2020-08-12,875,617,10,8
2020-09-20,833,570,11,8
2020-09-26,813,603,16,9
2021-03-05,681,572,90,48
2021-03-15,677,564,102,60
2021-02-20,685,581,73,38
2020-12-24,651,516,111,70
2021-03-03,686,561,84,51
