Date	Cases	Deaths	Cases_New	Deaths_New	Cases_Last_Week	Deaths_Last_Week	Cases_Per_Million	Deaths_Per_Million	Cases_New_Per_Million	Deaths_New_Per_Million	Cases_Last_Week_Per_Million	Deaths_Last_Week_Per_Million	DIVI_Intensivstationen_Covid_Prozent	DIVI_Intensivstationen_Betten_belegt_Prozent	Cases_Last_Week_Doubling_Time	Cases_Last_Week_7Day_Percent	Days_Past
2020-11-05	635062	14527	22276	338	122020	1881	7649	174	268	4.071	1469	22.66	9.1	75.7		22.4	-370
2020-11-06	656644	14780	21582	253	124188	1876	7909	178	259	3.047	1495	22.6	9.5	75.2		18.2	-369
2020-11-07	672572	14998	15928	218	126109	1899	8101	180	191	2.626	1519	22.87	9.8	74.7		16.8	-368
2020-11-08	682718	15161	10146	163	125729	1892	8223	182	122	1.963	1514	22.79	10.1	73.1		13.2	-367
2020-11-09	698694	15479	15976	318	126452	1932	8416	186	192	3.83	1523	23.27	10.0	71.2		10.7	-366
2020-11-10	718309	15823	19615	344	126727	1947	8652	190	236	4.144	1526	23.45	10.5	75.5		7.7	-365
2020-11-11	741014	16242	22705	419	128228	2053	8925	195	273	5.047	1544	24.73	10.7	76.3	39.6	7.2	-364
2020-11-12	764509	16671	23495	429	129447	2144	9208	200	283	5.167	1559	25.83	10.9	76.7	46.5	6.1	-363
2020-11-13	785858	17088	21349	417	129214	2308	9465	205	257	5.023	1556	27.8	11.4	77.2	54.6	4.0	-362
2020-11-14	801653	17459	15795	371	129081	2461	9656	210	190	4.469	1554	29.64	11.5	76.5	66.3	2.4	-361
2020-11-15	810498	17681	8845	222	127780	2520	9762	212	106	2.674	1539	30.35	11.8	75.2	86.1	1.6	-360
2020-11-16	825190	18128	14692	447	126496	2649	9939	218	176	5.384	1523	31.91	11.9	75.2	122.3	0.0	-359
2020-11-17	845537	18636	20347	508	127228	2813	10184	224	245	6.119	1532	33.88	12.1	76.8	175.3	0.4	-358
2020-11-18	869223	19169	23686	533	128209	2927	10470	230	285	6.42	1544	35.26	12.3	77.7	262.3	-0.0	-357
2020-11-19	892970	19733	23747	564	128461	3062	10756	237	286	6.794	1547	36.88	12.5	77.5	365.0	-0.8	-356
2020-11-20	915253	20261	22283	528	129395	3173	11024	244	268	6.36	1558	38.22	12.6	78.1	365.0	0.1	-355
2020-11-21	930032	20603	14779	342	128379	3144	11202	248	178	4.12	1546	37.87	12.7	77.5	365.0	-0.5	-354
2020-11-22	938862	20886	8830	283	128364	3205	11308	251	106	3.409	1546	38.61	13.0	75.9		0.5	-353
2020-11-23	953934	21358	15072	472	128744	3230	11490	257	181	5.685	1550	38.91	13.1	76.1		1.8	-352
2020-11-24	973338	21864	19404	506	127801	3228	11724	263	233	6.095	1539	38.88	13.2	78.3		0.5	-351
2020-11-25	995391	22452	22053	588	126168	3283	11989	270	265	7.083	1519	39.55	13.3	78.9	-365.0	-1.6	-350
2020-11-26	1018154	23107	22763	655	125184	3374	12264	278	274	7.89	1507	40.64	13.5	79.6	-365.0	-2.6	-349
2020-11-27	1038291	23732	20137	625	123038	3471	12506	285	242	7.528	1482	41.81	13.6	80.5	-365.0	-4.9	-348
2020-11-28	1053231	24134	14940	402	123199	3531	12686	290	179	4.842	1483	42.53	13.8	79.6	-296.4	-4.0	-347
2020-11-29	1062017	24461	8786	327	123155	3575	12792	294	105	3.939	1483	43.06	13.9	78.2	-230.3	-4.1	-346
2020-11-30	1075309	24997	13292	536	121375	3639	12952	301	160	6.456	1462	43.83	13.9	78.3	-162.5	-5.7	-345
2020-12-01	1094527	25652	19218	655	121189	3788	13184	308	231	7.89	1459	45.63	13.9	80.0	-132.6	-5.2	-344
2020-12-02	1117734	26386	23207	734	122343	3934	13463	317	279	8.841	1473	47.39	14.0	80.6	-126.7	-3.0	-343
2020-12-03	1142156	27236	24422	850	124002	4129	13757	328	294	10.239	1493	49.74	14.1	80.7	-136.8	-0.9	-342
2020-12-04	1164409	28045	22253	809	126118	4313	14025	337	268	9.745	1519	51.95	14.3	81.4	-184.8	2.5	-341
2020-12-05	1180135	28558	15726	513	126904	4424	14215	343	189	6.179	1528	53.29	14.6	80.8	-290.2	3.0	-340
2020-12-06	1190373	28917	10238	359	128356	4456	14338	348	123	4.324	1546	53.67	14.8	79.3		4.2	-339
2020-12-07	1206823	29609	16450	692	131514	4612	14536	356	198	8.335	1584	55.55	15.0	79.7	345.9	8.4	-338
2020-12-08	1229611	30468	22788	859	135084	4816	14811	366	274	10.347	1627	58.01	15.3	81.5	136.3	11.5	-337
2020-12-09	1257257	31315	27646	847	139523	4929	15144	377	333	10.202	1680	59.37	15.3	81.9	82.1	14.0	-336
2020-12-10	1286295	32391	29038	1076	144139	5155	15493	390	349	12.961	1736	62.09	15.5	82.3	57.6	16.2	-335
2020-12-11	1313549	33367	27254	976	149140	5322	15822	401	328	11.756	1796	64.11	16.0	82.6	44.9	18.3	-334
2020-12-12	1334158	34134	20609	767	154023	5576	16070	411	248	9.239	1855	67.17	16.2	81.7	36.7	21.4	-333
2020-12-13	1346662	34650	12504	516	156289	5733	16221	417	150	6.215	1882	69.06	16.5	80.5	32.2	21.8	-332
2020-12-14	1365720	35475	19058	825	158897	5866	16450	427	229	9.937	1913	70.66	16.8	81.0	30.1	20.8	-331
2020-12-15	1392650	36489	26930	1014	163039	6021	16775	439	324	12.214	1963	72.53	17.0	82.5	28.8	20.7	-330
2020-12-16	1424013	37554	31363	1065	166756	6239	17152	452	377	12.828	2008	75.15	17.4	82.9	28.0	19.5	-329
2020-12-17	1455985	38716	31972	1162	169690	6325	17537	466	385	13.997	2043	76.19	17.5	82.6	27.8	17.7	-328
2020-12-18	1485757	39759	29772	1043	172208	6392	17896	478	358	12.563	2074	76.99	17.7	82.7	28.0	15.5	-327
2020-12-19	1507458	40530	21701	771	173300	6396	18157	488	261	9.287	2087	77.04	18.0	82.0	29.4	12.5	-326
2020-12-20	1521361	41072	13903	542	174699	6422	18325	494	167	6.529	2104	77.36	18.4	80.8	31.7	11.8	-325
2020-12-21	1541656	41991	20295	919	175936	6516	18569	505	244	11.07	2119	78.49	18.8	81.6	35.0	10.7	-324
2020-12-22	1570645	43189	28989	1198	177995	6700	18919	520	349	14.43	2144	80.7	19.1	82.0	39.0	9.2	-323
2020-12-23	1604629	44436	33984	1247	180616	6882	19328	535	409	15.021	2175	82.9	19.2	81.6	43.2	8.3	-322
2020-12-24	1625791	45147	21162	711	169806	6431	19583	543	254	8.564	2045	77.46	19.8	80.7	56.1	0.1	-321
2020-12-25	1638960	45655	13169	508	153203	5896	19741	549	158	6.119	1845	71.02	20.0	79.6	108.8	-11.0	-320
2020-12-26	1650500	46231	11540	576	143042	5701	19880	556	139	6.938	1722	68.67	20.5	79.8		-17.5	-319
2020-12-27	1660309	46759	9809	528	138948	5687	19999	563	118	6.36	1673	68.5	20.6	80.3	-101.6	-20.5	-318
2020-12-28	1676042	47648	15733	889	134386	5657	20188	573	189	10.708	1618	68.14	20.6	80.9	-52.1	-23.6	-317
2020-12-29	1703623	48893	27581	1245	132978	5704	20520	588	332	14.997	1601	68.71	20.8	82.1	-36.6	-25.3	-316
2020-12-30	1734688	50175	31065	1282	130059	5739	20895	604	374	15.442	1566	69.13	20.8	82.1	-29.1	-28.0	-315
2020-12-31	1754279	50951	19591	776	128488	5804	21131	613	235	9.347	1547	69.91	20.9	81.9	-24.8	-24.3	-314
2021-01-01	1764545	51364	10266	413	125585	5709	21254	618	123	4.975	1512	68.77	20.8	81.5	-22.2	-18.0	-313
2021-01-02	1774548	51947	10003	583	124048	5716	21375	625	120	7.022	1494	68.85	21.2	81.8	-20.7	-13.3	-312
2021-01-03	1783370	52440	8822	493	123061	5681	21481	631	106	5.938	1482	68.43	21.4	82.2	-20.2	-11.4	-311
2021-01-04	1797658	53212	14288	772	121616	5564	21653	640	172	9.299	1464	67.02	21.2	82.2	-20.7	-9.5	-310
2021-01-05	1825077	54247	27419	1035	121454	5354	21983	653	330	12.467	1462	64.49	20.8	83.0	-23.2	-8.7	-309
2021-01-06	1853053	55160	27976	913	118365	4985	22320	664	336	10.997	1425	60.05	20.3	83.2	-29.1	-9.0	-308
2021-01-07	1879161	56189	26108	1029	124882	5238	22635	676	314	12.395	1504	63.09	20.1	83.1	-41.8	-2.8	-307
2021-01-08	1903686	57115	24525	926	139141	5751	22930	687	295	11.154	1676	69.27	20.0	83.5	-80.4	10.8	-306
2021-01-09	1920346	57713	16660	598	145798	5766	23131	695	200	7.203	1756	69.45	19.9	82.8	-365.0	17.5	-305
2021-01-10	1928814	58136	8468	423	145444	5696	23233	700	102	5.095	1751	68.61	19.6	81.3	131.0	18.2	-304
2021-01-11	1942292	58720	13478	584	144634	5508	23395	707	162	7.035	1742	66.35	19.4	81.8	69.8	18.9	-303
2021-01-12	1964876	59611	22584	891	139799	5364	23667	718	272	10.732	1683	64.61	19.1	82.8	55.4	15.1	-302
2021-01-13	1988975	60575	24099	964	135922	5415	23958	729	290	11.612	1637	65.23	18.9	83.4	52.7	14.8	-301
2021-01-14	2009370	61518	20395	943	130209	5329	24203	741	245	11.359	1568	64.19	18.7	83.5	58.3	4.3	-300
2021-01-15	2027662	62335	18292	817	123976	5220	24424	750	220	9.841	1493	62.88	18.6	83.5	80.0	-10.9	-299
2021-01-16	2041100	62871	13438	536	120754	5158	24585	757	161	6.456	1454	62.13	18.4	82.9	150.3	-17.2	-298
2021-01-17	2047693	63193	6593	322	118879	5057	24665	761	79	3.879	1431	60.91	18.3	81.3		-18.3	-297
2021-01-18	2056846	63727	9153	534	114554	5007	24775	767	110	6.432	1379	60.31	18.3	81.8	-128.8	-20.8	-296
2021-01-19	2075303	64486	18457	759	110427	4875	24997	776	222	9.142	1330	58.72	18.1	83.5	-59.2	-21.0	-295
2021-01-20	2094790	65253	19487	767	105815	4678	25232	785	234	9.239	1274	56.35	17.6	83.8	-35.0	-22.2	-294
2021-01-21	2111596	65961	16806	708	102226	4443	25435	794	202	8.528	1231	53.52	17.5	84.2	-25.5	-21.5	-293
2021-01-22	2126620	66591	15024	630	98958	4256	25616	802	180	7.589	1191	51.27	17.4	84.5	-22.1	-20.2	-292
2021-01-23	2138191	67035	11571	444	97091	4164	25755	807	139	5.348	1169	50.16	17.1	83.5	-21.0	-19.6	-291
2021-01-24	2143209	67247	5018	212	95516	4054	25815	810	60	2.554	1150	48.83	17.1	82.1	-20.8	-19.7	-290
2021-01-25	2149953	67671	6744	424	93107	3944	25897	815	81	5.107	1121	47.51	17.0	82.0	-21.3	-18.7	-289
2021-01-26	2165463	68247	15510	576	90160	3761	26083	822	186	6.938	1086	45.3	16.8	83.4	-21.9	-18.4	-288
2021-01-27	2181282	68866	15819	619	86492	3613	26274	829	190	7.456	1041	43.52	16.5	84.2	-22.5	-18.3	-287
2021-01-28	2194636	69342	13354	476	83040	3381	26435	835	160	5.734	1000	40.73	16.3	83.8	-22.7	-18.8	-286
2021-01-29	2207195	69816	12559	474	80575	3225	26586	840	151	5.71	970	38.85	16.1	83.9	-22.4	-18.6	-285
2021-01-30	2217134	70121	9939	305	78943	3086	26706	844	119	3.674	950	37.17	16.1	83.1	-22.4	-18.7	-284
2021-01-31	2221332	70309	4198	188	78123	3062	26756	846	50	2.265	941	36.88	16.1	81.8	-23.3	-18.2	-283
2021-02-01	2227192	70623	5860	314	77239	2952	26827	850	70	3.782	930	35.56	15.9	82.4	-24.3	-17.0	-282
2021-02-02	2239491	71014	12299	391	74028	2767	26975	855	148	4.71	891	33.33	15.7	83.3	-25.1	-17.9	-281
2021-02-03	2252900	71457	13409	443	71618	2591	27137	860	161	5.336	862	31.21	15.5	84.1	-25.2	-17.2	-280
2021-02-04	2264407	71896	11507	439	69771	2554	27275	866	138	5.288	840	30.76	15.4	83.9	-25.1	-16.0	-279
2021-02-05	2274406	72207	9999	311	67211	2391	27396	869	120	3.746	809	28.8	15.0	83.8	-24.6	-16.6	-278
2021-02-06	2282793	72445	8387	238	65659	2324	27497	872	101	2.867	790	27.99	14.7	82.7	-24.5	-16.8	-277
2021-02-07	2285884	72546	3091	101	64552	2237	27534	873	37	1.217	777	26.95	14.6	80.9	-25.0	-17.4	-276
2021-02-08	2290068	72787	4184	241	62876	2164	27584	876	50	2.903	757	26.07	14.6	81.6	-25.7	-18.6	-275
2021-02-09	2299162	73090	9094	303	59671	2076	27694	880	109	3.65	718	25.01	14.2	82.7	-25.9	-19.4	-274
2021-02-10	2309438	73396	10276	306	56538	1939	27818	884	123	3.686	681	23.36	13.8	83.1	-25.1	-21.1	-273
2021-02-11	2318795	73700	9357	304	54388	1804	27930	887	112	3.662	655	21.73	13.5	82.9	-23.7	-22.0	-272
2021-02-12	2327329	73952	8534	252	52923	1745	28033	890	102	3.035	637	21.02	13.1	82.7	-22.4	-21.3	-271
2021-02-13	2332926	74113	5597	161	50133	1668	28101	892	67	1.939	603	20.09	12.9	82.1	-20.9	-23.6	-270
2021-02-14	2336687	74219	3761	106	50803	1673	28146	893	45	1.277	611	20.15	12.8	80.8	-20.7	-21.3	-269
2021-02-15	2341068	74411	4381	192	51000	1624	28199	896	52	2.313	614	19.56	12.8	81.2	-21.5	-18.9	-268
2021-02-16	2350308	74702	9240	291	51146	1612	28310	899	111	3.505	616	19.42	12.4	82.8	-22.6	-14.3	-267
2021-02-17	2360305	74975	9997	273	50867	1579	28430	903	120	3.288	612	19.02	12.0	83.0	-24.2	-10.0	-266
2021-02-18	2369530	75213	9225	238	50735	1513	28541	905	111	2.867	611	18.22	11.7	83.0	-26.8	-6.7	-265
2021-02-19	2378250	75433	8720	220	50921	1481	28646	908	105	2.65	613	17.84	11.6	83.2	-30.4	-3.8	-264
2021-02-20	2386033	75589	7783	156	53107	1476	28740	910	93	1.879	639	17.78	11.5	82.4	-38.8	5.9	-263
2021-02-21	2389070	75686	3037	97	52383	1467	28777	911	36	1.168	630	17.67	11.4	81.2	-55.2	3.1	-262
2021-02-22	2393472	75866	4402	180	52404	1455	28830	913	53	2.168	631	17.53	11.4	81.4	-98.7	2.8	-261
2021-02-23	2403656	76084	10184	218	53348	1382	28953	916	122	2.626	642	16.65	11.2	82.9	-330.5	4.3	-260
2021-02-24	2414945	76313	11289	229	54640	1338	29088	919	135	2.758	658	16.12	10.9	83.4	326.4	7.4	-259
2021-02-25	2424859	76511	9914	198	55329	1298	29208	921	119	2.385	666	15.63	10.7	83.2	127.3	9.1	-258
2021-02-26	2434310	76693	9451	182	56060	1260	29322	923	113	2.192	675	15.18	10.6	83.0	85.7	10.1	-257
2021-02-27	2441964	76823	7654	130	55931	1234	29414	925	92	1.566	673	14.86	10.5	82.0	81.1	5.3	-256
2021-02-28	2445415	76896	3451	73	56345	1210	29456	926	41	0.879	678	14.57	10.6	80.5	75.8	7.6	-255
2021-03-01	2450094	77057	4679	161	56622	1191	29512	928	56	1.939	682	14.35	10.7	80.9	72.3	8.0	-254
2021-03-02	2461047	77252	10953	195	57391	1168	29644	930	131	2.349	691	14.07	10.5	82.6	68.9	7.6	-253
2021-03-03	2472349	77421	11302	169	57404	1108	29780	932	136	2.036	691	13.35	10.4	82.5	70.6	5.1	-252
2021-03-04	2482470	77586	10121	165	57611	1075	29902	934	121	1.987	693	12.95	10.4	82.6	76.2	4.1	-251
2021-03-05	2492130	77726	9660	140	57820	1033	30018	936	116	1.686	696	12.44	10.2	82.8	85.6	3.1	-250
2021-03-06	2500423	77858	8293	132	58459	1035	30118	937	99	1.59	704	12.47	10.2	81.5	84.7	4.5	-249
2021-03-07	2503787	77940	3364	82	58372	1044	30159	938	40	0.988	703	12.58	10.3	80.2	94.0	3.6	-248
2021-03-08	2508622	78075	4835	135	58528	1018	30217	940	58	1.626	704	12.26	10.6	80.5	111.6	3.4	-247
2021-03-09	2520116	78253	11494	178	59069	1001	30355	942	138	2.144	711	12.06	10.2	81.7	127.9	2.9	-246
2021-03-10	2534102	78460	13986	207	61753	1039	30524	945	168	2.493	743	12.52	10.0	82.6	110.2	7.6	-245
2021-03-11	2547247	78656	13145	196	64777	1070	30682	947	158	2.361	780	12.89	10.1	82.9	81.3	12.4	-244
2021-03-12	2559780	78829	12533	173	67650	1103	30833	949	150	2.084	814	13.29	10.1	83.2	58.7	17.0	-243
2021-03-13	2570256	78954	10476	125	69833	1096	30959	951	126	1.506	841	13.2	10.0	82.1	45.8	19.5	-242
2021-03-14	2575096	79029	4840	75	71309	1089	31018	951	58	0.903	858	13.12	10.3	80.8	38.2	22.2	-241
2021-03-15	2581918	79176	6822	147	73296	1101	31100	953	82	1.771	882	13.26	10.4	81.0	33.0	25.2	-240
2021-03-16	2597708	79407	15790	231	77592	1154	31290	956	190	2.782	934	13.9	10.5	82.7	27.8	31.4	-239
2021-03-17	2616071	79622	18363	215	81969	1162	31511	959	221	2.59	987	14.0	10.5	83.1	23.8	32.7	-238
2021-03-18	2632795	79858	16724	236	85548	1202	31713	961	201	2.843	1030	14.48	10.6	83.4	21.1	32.1	-237
2021-03-19	2648503	80054	15708	196	88723	1225	31902	964	189	2.361	1068	14.76	10.9	83.5	19.4	31.2	-236
2021-03-20	2661721	80197	13218	143	91465	1243	32061	966	159	1.722	1101	14.97	10.9	82.5	18.3	31.0	-235
2021-03-21	2667679	80303	5958	106	92583	1274	32133	967	71	1.277	1115	15.35	11.3	80.8	18.2	29.8	-234
2021-03-22	2676559	80464	8880	161	94641	1288	32240	969	106	1.939	1139	15.51	11.6	81.6	18.7	29.1	-233
2021-03-23	2696013	80736	19454	272	98305	1329	32474	972	234	3.276	1184	16.01	11.6	83.4	19.3	26.7	-232
2021-03-24	2718665	80999	22652	263	102594	1377	32747	975	272	3.168	1235	16.59	11.7	83.9	19.7	25.2	-231
2021-03-25	2740553	81253	21888	254	107758	1395	33011	978	263	3.06	1297	16.8	11.9	83.9	19.6	26.0	-230
2021-03-26	2760589	81509	20036	256	112086	1455	33252	981	241	3.084	1350	17.53	12.3	84.3	19.4	26.3	-229
2021-03-27	2776367	81704	15778	195	114646	1507	33442	984	190	2.349	1380	18.15	12.5	83.7	19.5	25.3	-228
2021-03-28	2783950	81814	7583	110	116271	1511	33533	985	91	1.325	1400	18.2	12.8	81.9	20.3	25.6	-227
2021-03-29	2794939	82048	10989	234	118380	1584	33666	988	132	2.819	1425	19.08	13.2	82.1	21.5	25.1	-226
2021-03-30	2815325	82336	20386	288	119312	1600	33911	991	245	3.469	1437	19.27	13.2	83.5	23.0	21.4	-225
2021-03-31	2839328	82637	24003	301	120663	1638	34200	995	289	3.626	1453	19.73	13.5	84.3	24.6	17.6	-224
2021-04-01	2860768	82887	21440	250	120215	1634	34459	998	258	3.011	1448	19.68	13.8	84.2	27.0	11.6	-223
2021-04-02	2876261	83085	15493	198	115672	1576	34645	1000	186	2.385	1393	18.98	14.3	83.2	31.8	3.2	-222
2021-04-03	2886897	83260	10636	175	110530	1556	34773	1002	128	2.108	1331	18.74	14.6	81.7	41.7	-3.6	-221
2021-04-04	2894046	83385	7149	125	110096	1571	34859	1004	86	1.506	1326	18.92	15.1	81.7	61.2	-5.3	-220
2021-04-05	2901093	83548	7047	163	106154	1500	34944	1006	84	1.963	1278	18.07	15.5	82.2	133.8	-10.3	-219
2021-04-06	2912602	83811	11509	263	97277	1475	35083	1009	138	3.168	1171	17.77	16.1	83.4	-289.3	-18.5	-218
2021-04-07	2936332	84102	23730	291	97004	1465	35369	1013	285	3.505	1168	17.65	16.4	84.6	-78.2	-19.6	-217
2021-04-08	2962094	84381	25762	279	101326	1494	35679	1016	310	3.361	1220	18.0	16.5	85.2	-54.1	-15.7	-216
2021-04-09	2985390	84629	23296	248	109129	1544	35960	1019	280	2.987	1314	18.6	16.7	85.4	-51.4	-5.7	-215
2021-04-10	3003453	84842	18063	213	116556	1582	36177	1021	217	2.566	1403	19.06	16.8	84.4	-60.6	5.5	-214
2021-04-11	3012313	84954	8860	112	118267	1569	36284	1023	106	1.349	1424	18.9	17.0	83.2	-83.3	7.4	-213
2021-04-12	3024422	85152	12109	198	123329	1604	36430	1025	145	2.385	1485	19.32	17.2	83.8	-224.1	16.2	-212
2021-04-13	3051149	85441	26727	289	138547	1630	36752	1029	321	3.481	1668	19.63	17.2	85.5	105.9	42.4	-211
2021-04-14	3079697	85750	28548	309	143365	1648	37096	1032	343	3.722	1726	19.85	17.2	85.6	40.8	47.8	-210
2021-04-15	3104766	86009	25069	259	142672	1628	37398	1036	301	3.12	1718	19.61	17.2	85.4	27.2	40.8	-209
2021-04-16	3127848	86243	23082	234	142458	1614	37676	1038	278	2.819	1715	19.44	17.4	85.5	22.5	30.5	-208
2021-04-17	3145550	86438	17702	195	142097	1596	37889	1041	213	2.349	1711	19.22	17.7	84.6	21.0	21.9	-207
2021-04-18	3154372	86566	8822	128	142059	1612	37995	1042	106	1.542	1711	19.42	18.0	83.5	20.6	20.1	-206
2021-04-19	3166659	86780	12287	214	142237	1628	38143	1045	148	2.578	1713	19.61	18.2	83.8	21.6	15.3	-205
2021-04-20	3194608	87079	27949	299	143459	1638	38480	1048	336	3.602	1728	19.73	18.2	85.4	24.7	3.5	-204
2021-04-21	3223984	87366	29376	287	144287	1616	38834	1052	353	3.457	1737	19.47	18.3	85.9	30.2	0.6	-203
2021-04-22	3249449	87643	25465	277	144683	1634	39140	1055	306	3.337	1742	19.68	18.5	85.8	38.8	1.4	-202
2021-04-23	3272408	87887	22959	244	144560	1644	39417	1058	276	2.939	1741	19.8	18.6	85.9	51.4	1.5	-201
2021-04-24	3290444	88068	18036	181	144894	1630	39634	1060	217	2.18	1745	19.63	18.5	85.3	70.0	2.0	-200
2021-04-25	3299125	88166	8681	98	144753	1600	39739	1061	104	1.18	1743	19.27	18.7	84.3	117.0	1.9	-199
2021-04-26	3311322	88373	12197	207	144663	1593	39886	1064	146	2.493	1742	19.19	18.8	84.6	298.9	1.7	-198
2021-04-27	3336587	88610	25265	237	141979	1531	40190	1067	304	2.855	1710	18.44	18.6	85.7	365.0	-1.0	-197
2021-04-28	3361597	88835	25010	225	137613	1469	40491	1070	301	2.71	1657	17.69	18.5	86.2		-4.6	-196
2021-04-29	3383026	89042	21429	207	133577	1399	40749	1072	258	2.493	1608	16.85	18.4	86.1	-324.1	-7.7	-195
2021-04-30	3402188	89223	19162	181	129780	1336	40980	1074	230	2.18	1563	16.09	18.4	86.4	-150.1	-10.2	-194
2021-05-01	3417262	89357	15074	134	126818	1289	41162	1076	181	1.614	1527	15.53	18.5	85.5	-93.5	-12.5	-193
2021-05-02	3423920	89452	6658	95	124795	1286	41242	1077	80	1.144	1503	15.49	18.6	84.5	-67.9	-13.8	-192
2021-05-03	3433049	89591	9129	139	121727	1218	41352	1079	109	1.674	1466	14.67	18.5	84.4	-52.7	-15.9	-191
2021-05-04	3454029	89796	20980	205	117442	1186	41605	1081	252	2.469	1414	14.29	18.3	85.7	-42.9	-17.3	-190
2021-05-05	3474886	89983	20857	187	113289	1148	41856	1083	251	2.252	1364	13.83	17.8	86.2	-36.2	-17.7	-189
2021-05-06	3492052	90131	17166	148	109026	1089	42063	1085	206	1.783	1313	13.12	17.6	85.7	-31.3	-18.4	-188
2021-05-07	3507528	90284	15476	153	105340	1061	42249	1087	186	1.843	1268	12.78	17.3	86.1	-27.8	-18.8	-187
2021-05-08	3519577	90380	12049	96	102315	1023	42394	1088	145	1.156	1232	12.32	17.2	84.8	-25.5	-19.3	-186
2021-05-09	3524902	90448	5325	68	100982	996	42458	1089	64	0.819	1216	12.0	17.1	83.8	-24.4	-19.1	-185
2021-05-10	3532290	90550	7388	102	99241	959	42547	1090	88	1.229	1195	11.55	17.1	84.7	-24.3	-18.5	-184
2021-05-11	3549047	90690	16757	140	95018	894	42749	1092	201	1.686	1144	10.77	16.6	85.7	-24.2	-19.1	-183
2021-05-12	3565536	90819	16489	129	90650	836	42948	1093	198	1.554	1091	10.07	16.2	85.9	-23.7	-20.0	-182
2021-05-13	3575209	90894	9673	75	83157	763	43064	1094	116	0.903	1001	9.19	15.9	84.8	-22.2	-23.7	-181
2021-05-14	3582839	90979	7630	85	75311	695	43156	1095	91	1.024	907	8.37	15.6	83.3	-20.1	-28.5	-180
2021-05-15	3591441	91058	8602	79	71864	678	43260	1096	103	0.952	865	8.17	15.3	83.3	-18.4	-29.8	-179
2021-05-16	3595719	91106	4278	48	70817	658	43311	1097	51	0.578	853	7.93	15.5	82.8	-17.4	-29.9	-178
2021-05-17	3600955	91186	5236	80	68665	636	43374	1098	63	0.964	827	7.66	15.0	83.4	-16.8	-30.8	-177
2021-05-18	3613284	91274	12329	88	64237	584	43523	1099	148	1.06	773	7.03	14.5	84.7	-16.0	-32.4	-176
2021-05-19	3624592	91347	11308	73	59056	528	43659	1100	136	0.879	711	6.36	13.9	85.3	-15.0	-34.9	-175
2021-05-20	3633018	91408	8426	61	57809	514	43761	1101	101	0.735	696	6.19	13.4	85.1	-14.3	-30.5	-174
2021-05-21	3640600	91476	7582	68	57761	497	43852	1101	91	0.819	695	5.99	13.0	84.8	-13.8	-23.3	-173
2021-05-22	3646416	91521	5816	45	54975	463	43922	1102	70	0.542	662	5.58	12.6	83.9	-13.4	-23.5	-172
2021-05-23	3648415	91544	1999	23	52696	438	43946	1102	24	0.277	634	5.28	12.5	82.1	-13.5	-25.6	-171
2021-05-24	3650218	91567	1803	23	49263	381	43968	1102	21	0.277	593	4.59	12.2	81.5	-13.9	-28.3	-170
2021-05-25	3653886	91618	3668	51	40602	344	44012	1103	44	0.614	489	4.14	12.0	81.9	-13.8	-36.8	-169
2021-05-26	3661028	91679	7142	61	36436	332	44098	1104	86	0.735	438	4.0	11.3	83.6	-13.6	-38.3	-168
2021-05-27	3667840	91722	6812	43	34822	314	44180	1104	82	0.518	419	3.78	10.7	83.4	-13.2	-39.8	-167
2021-05-28	3672993	91757	5153	35	32393	281	44242	1105	62	0.422	390	3.38	10.2	83.2	-12.2	-43.9	-166
2021-05-29	3676681	91784	3688	27	30265	263	44287	1105	44	0.325	364	3.17	9.8	82.1	-11.2	-44.9	-165
2021-05-30	3678286	91801	1605	17	29871	257	44306	1105	19	0.205	359	3.1	9.6	81.1	-10.7	-43.3	-164
2021-05-31	3680726	91826	2440	25	30508	259	44335	1106	29	0.301	367	3.12	9.3	81.6	-10.6	-38.1	-163
2021-06-01	3685830	91851	5104	25	31944	233	44397	1106	61	0.301	384	2.81	8.6	82.8	-10.8	-21.3	-162
2021-06-02	3690320	91882	4490	31	29292	203	44451	1106	54	0.373	352	2.45	8.1	83.2	-10.6	-19.6	-161
2021-06-03	3693258	91901	2938	19	25418	179	44486	1106	35	0.229	306	2.16	7.7	82.9	-10.3	-27.0	-160
2021-06-04	3695531	91915	2273	14	22538	158	44514	1107	27	0.169	271	1.9	7.4	82.3	-10.5	-30.4	-159
2021-06-05	3697836	91931	2305	16	21155	147	44541	1107	27	0.193	254	1.77	7.2	81.9	-10.9	-30.1	-158
2021-06-06	3698962	91941	1126	10	20676	140	44555	1107	13	0.12	249	1.69	7.1	80.9	-12.1	-30.8	-157
2021-06-07	3700672	91953	1710	12	19946	127	44576	1107	20	0.145	240	1.53	6.8	80.9	-14.0	-34.6	-156
2021-06-08	3704200	91965	3528	12	18370	114	44618	1107	42	0.145	221	1.37	6.4	82.8	-14.2	-42.5	-155
2021-06-09	3707063	91975	2863	10	16743	93	44653	1107	34	0.12	201	1.12	6.0	83.1	-13.5	-42.8	-154
2021-06-10	3709332	91985	2269	10	16074	84	44680	1107	27	0.12	193	1.01	5.7	83.1	-12.8	-36.8	-153
2021-06-11	3711173	91996	1841	11	15642	81	44702	1108	22	0.132	188	0.98	5.4	83.0	-12.1	-30.6	-152
2021-06-12	3712478	92000	1305	4	14642	69	44718	1108	15	0.048	176	0.83	5.1	82.5	-11.0	-30.8	-151
